Area,short names,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
MMR,trade_import_4,,,,,,,100,800,5500,2100,2100,2000,1573,710,485,298,935,197,394,38,112,928,399,1547,3163.08,5304.72,6144.33,8049.53,12197.04,12146.07,11018.15,13574.22,14204.61
MMR,trade_import_5,0,25,0,0,0,0,210,165,70,120,610,800,600,31,50,66,105,137,107,146,369,520,369,250,4915.1,7140.05,2914.45,2566.97,3072.53,2711.86,2126.89,1806.06,1250.48
MMR,trade_import_6,0,0,0,0,0,0,410,150,20,5,5,4,148,11,2452,0,6,79,33,2259,3279,558,97,1200,,,,20.4,190.79,267.67,87.69,,
MMR,trade_import_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.32,5.99,,
MMR,trade_import_8,0,0,0,0,0,0,10,5,20,40,0,8,0,0,1,0,2,0,0,0,0,21,21,51,7.09,2785.48,24.3,167.73,421.31,215.02,78.52,39.52,8.07
MNE,production_Agr_1,,,,,,,,,,,,,,,,,9066,1110,1584,1642,1685,2554,1882,2946,3305,2700,2649.9,2707.6,2743.3,2773,2547,2631,2630.77
MNE,production_Agr_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4100,3747,4831,6200,5710
MNE,production_Agr_4,,,,,,,,,,,,,,,,,2497,752,1096,1155,946,1614,1444,2300.9,2159,2111,2353.8,2462.5,2466.9,2147,2239,2055,2248.22
MNE,production_Agr_5,,,,,,,,,,,,,,,,,4456,4991,4612,4576,4727,4688,4391,4191,3834,3211,5415.94,3874.59,3720.4,5440,6010,3528.77,3480.88
MNE,production_Agr_6,,,,,,,,,,,,,,,,,2913,2873,1878,2076,1895,4446,3780,540,2793,3308,3531.35,3899.47,3436.4,3599,4002,3545.43,3282.51
MNE,production_Agr_7,,,,,,,,,,,,,,,,,870,1073.79,919.93,888.84,1080.23,1026.32,1006.5,1330.55,1279.6,1303.79,1632.4,1400,1533.51,1670.7,1264.4,1332.66,1920.34
MNE,production_Agr_8,,,,,,,,,,,,,,,,,0,0,0,0,0,0,74.93,92.55,104.03,96.7,80.68,130.95,99.09,97,98.41,96.6,97.62
MNE,production_Agr_9,,,,,,,,,,,,,,,,,169089,163516,152605,145043,135829,196492,150331,173600,183500,175800,173000,174431,173280,170722,170543,159500,157957
MNE,trade_export_1,,,,,,,,,,,,,,,,,,,,,,,1,0,0.08,0.17,0.14,0.3,,,16,10.32,
MNE,trade_export_2,,,,,,,,,,,,,,,,,,,,770,75,0,0,0,,50.08,,,,,0.46,,
MNE,trade_export_4,,,,,,,,,,,,,,,,,,50,705,866,25,100,0,0,15.21,8.62,,0.23,,0,326.68,76.31,23.94
MNE,trade_export_5,,,,,,,,,,,,,,,,,189,125,21,20,19,1,239,1750,658.56,632.59,353.91,611.97,347.17,37.89,329.03,96.77,42.31
MNE,trade_export_6,,,,,,,,,,,,,,,,,0,10,21,10,4,0,1,1,1.18,1.3,1.3,0.16,0.46,0.53,30.67,9.06,0.46
MNE,trade_export_8,,,,,,,,,,,,,,,,,3,0,16,25,76,134,53,4,331.82,3.01,17.74,30.93,6.76,50.67,0.23,0.39,43.92
MNE,trade_import_1,,,,,,,,,,,,,,,,,16,61,129,44,36,93,139,82,3.72,36.9,265.98,28.91,3.15,44.04,61.26,124.86,746.88
MNE,trade_import_2,,,,,,,,,,,,,,,,,23363,16003,22507,39678,13075,27706,32620,31414,41017.68,42204.43,30665.55,17195.3,17181.85,9554.06,11612.07,9195.83,10689.96
MNE,trade_import_3,,,,,,,,,,,,,,,,,219,313,77,256,1000,540,2,3,1.53,4.79,317.47,771.68,3213.66,1187.43,2000.56,1614.12,926.33
MNE,trade_import_4,,,,,,,,,,,,,,,,,12756,9527,11677,19221,14092,13411,12973,10973,13155.54,15324.32,20531.13,23180.82,27710.66,31285.82,29169.38,22088.85,20575.49
MNE,trade_import_5,,,,,,,,,,,,,,,,,17838,20635,20369,19596,21756,23932,23899,23686,21655.01,23265.24,24571.5,24540.83,25349.17,26705.77,23893.38,25870.45,26741.33
MNE,trade_import_6,,,,,,,,,,,,,,,,,1423,1871,3564,3581,4758,4350,5046,5442,5670.29,6336.76,6171.04,6749.48,7268.14,8082.05,7159.72,8416.15,9939.92
MNE,trade_import_8,,,,,,,,,,,,,,,,,8437,7660,10717,10155,10716,10432,11150,10452,16497,10397.26,10632.33,9571.3,11021.13,9888.88,10462.2,12371.97,11524.2
MNG,production_Agr_10,13084,13915,15530,17000,18400,23800,24188,29800,32400,34000,35000,36000,28800,31000,38000,58660,68400,69600,70000,76687,48511,116874,122385,139519,155952,172638,173643,175207,149837.19,156962.73,150469.2,115006.96,169585.13
MNG,production_Agr_4,596200,538200,453200,450200,321900,256700,215282,237700,191836,166700,138722,138700,123064,160362,135622,73419,127757,109560,209830,388122,345458,435889,465294,368379,494540,206508,467052.79,231364.35,436114.89,411414.78,406129.13,566273.03,401903.45
MNG,production_Agr_5,66200,83800,75700,64500,64400,69400,89900,86600,99300,104600,113400,66900,60700,43600,52300,45300,44200,46600,54200,58565,47547,53591,59704,56436,54876.3,93251.8,92383.1,97680,126591.13,114682,158476.61,110620.5,141522.4
MNG,production_Agr_6,7889,3849,1758,700,700,600,300,240,200,300,900,500,300,200,200,300,200,300,375,478,375,217,403,527,763.4,603.1,770,488,600,606,286,252.6,266.02
MNG,production_Agr_7,250,400,100,105,28,27,18,20,20,35,49,35,42,70,189,196,166.55,175.84,197.3,199.7,181.82,206,201,124,233.8,237,223.52,220,291,470,539,245.8,366.79
MNG,production_Agr_8,24700,23200,19400,16000,16000,18000,28100,25900,30100,32225,30000,28000,20000,19000,33000,37200,33000,38600,47510,77576,49075,48228,56336,64134,60547.9,86355.9,76902.9,80813,83623.31,89634,129163.05,97734.33,121089.48
MNG,production_Agr_9,270500,259000,257427,234800,253500,295500,296529,320230,348516,467000,375600,290300,276600,292400,328600,259500,293700,307800,303500,325526,241861,297173,336989,380577,440371.2,512442.1,522387.9,539926.36,553344.1,499442.45,519555.94,499668.61,595194.42
MNG,trade_export_2,27100,0,1400,0,17000,12000,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,14375,5325.17,,,,0.04,,,0,
MNG,trade_export_5,,,,,,,,,,,,,,,,,,,,,,,,,136.38,,0.36,1.21,1.98,,,,
MNG,trade_export_7,,,,,,,,,,,45,45,0,0,0,,,,,,,,,,,37,110.21,,1456.66,1151.9,1260.9,1251.3,1632.48
MNG,trade_export_8,,,,,,,,,,,,,,,,,,,,,,,,,60.1,,,,,,,,
MNG,trade_import_1,,,,,,,,,,110,101,0,120,0,5,4,3,1,0,0,0,0,0,1,70.4,924.12,144.07,1.02,9.98,12.49,21.68,,0.47
MNG,trade_import_2,0,30000,0,22000,0,0,30,17273,46455,18160,92235,79947,139284,86031,114869,97475,105667,91840,165023,117087,56152,7402,0,120,33052.86,21070.86,158488.28,13576.73,231999.71,14428.5,129820.65,227054.24,1598.3
MNG,trade_import_3,,,,,,,,,,,,,,,,,1,3,39,5,13,45,20,20,2.1,21.48,2.61,38.1,41.41,0.34,8.25,60.07,351.52
MNG,trade_import_4,,,,,,,,,0,,2,4,0,5,4,0,23,36,314,30,1000,0,37,53,154.3,1826.06,5877.15,4073.86,9548.48,5148.83,8234.32,8176.87,164.79
MNG,trade_import_5,,,,,,,5,13,36,158,2316,4410,5769,5474,4492,4049,3743,3312,4733,848,163,100,740,134,229.94,199.43,2.93,1.1,18.41,,,2.34,32.75
MNG,trade_import_6,,,,,,110,66,106,169,31,18,178,287,416,213,438,1161,1072,1817,1498,4479,5210,4999,8149,9755.42,5799.31,7372.32,9378.2,11642.08,13204.98,15028.18,19366.37,22521.59
MNG,trade_import_7,,,,,,,,,,,,,,,,,,,,,,,,,,,23.83,,,19.5,,,
MNG,trade_import_8,,,,,,,2,1,21,,36,0,1,53,10,9,62,0,,,,,,,1525.6,382.34,451.02,224.17,631.19,887.29,1575.07,2245.48,2669.07
MOZ,production_Agr_1,452911,327089,132047,533083,489486,734000,947000,1042026,1124000,1336080,1180432,1143263,1114774,1181279,1060396,941517,1395476,1133910,1213569,1612000,2089890,2178842,2354778,1173709,1357220,1262038,1217000,1224000,1406794,1451686,1632321,1824281,1951981
MOZ,production_Agr_10,8325,19600.62,16576.34,19691.45,19608.76,19696.9,19784.97,19872.97,19960.9,20048.76,23470.36,20309.1,23474.6,20737.65,20909.09,21164.2,20238.27,20070.97,22944.54,20314.83,20334.42,21181.79,21184.72,21606.76,22917.45,18325.16,20057.52,17171.6,18335.96,17739.66,17920.4,18562.55,21276.87
MOZ,production_Agr_2,96355,56341,32618,65615,101212,112982,139000,180218,191000,186087,180806,166945,93362,117491,91242,64634,97610,103007,88177,179000,258000,271000,343000,341000,383000,357000,331000,402000,413000,341000,376000,390000,365000
MOZ,production_Agr_3,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,50000,55000,55000,75000,115000,50000
MOZ,production_Agr_4,6862,3000,2000,1721.14,1481.67,1349.22,1290.74,1066.48,1210.58,1429.09,1500,2000,2700,3800,5000,6200,8400,10000,12500,15000,17870,20350,17653,19800,20710,20280,17088,17100,17000,18000,15000,15000,16000
MOZ,production_Agr_5,14250,14250,14250,15000,14250,13500,14250,13500,13500,12750,12000,11250,3531,4941,5377,6148,6205,6691,7673,9356,8103,9926,11852,10772,11920,12303,15476,15443.8,13883.6,14866,15102,17781,20051
MOZ,production_Agr_6,58464,67200,77280,87360,97440,115200,116640,118080,118800,120960,122400,118800,115320,97560,107490,117450,85200,97200,111000,93600,97200,108000,121800,129600,140496.82,112042.92,93521.55,124000,135000,97000,96317.07,107667.09,136636.77
MOZ,production_Agr_7,26460,27000,27000,27000,30060,29700,30510,31950,33660,31500,31050,30600,32850,22950,19935,18945,23400,23400,18823,39796,39736,40505,52679,55633,63631,75161,75769,88957.6,97981.7,108088,120137,135708,146684
MOZ,production_Agr_8,9600,1800,1824,1872,1824,1860,1908,1920,1932,1944,1968,1980,1992,2040,2064,2100,1944,1944,2030.34,1629.95,1642.66,1688.26,1896.35,2017.79,2073.6,1361.3,2074,2032,2050,2411,2530,2765,3166
MOZ,production_Agr_9,63410,1000,1100,1200,1100,1000,1100,1000,1000,900,900,800,1000,1100,1300,1400,1400,1500,1500,1800,2140,2260,1990,2085,2340,2295,2210,2640,2790,2830,2850,3300,2437
MOZ,trade_export_1,,,,,,,,,,,,,,,,,,,,,,,1,1,30,,,0.13,0,2.69,58.27,3.37,3.92
MOZ,trade_export_2,,,,,,,,,,,,,,,,,,,,,,,,,4587.38,4330,738.98,1656.42,1586,10504.52,10019.92,7840.26,2000
MOZ,trade_export_3,,,,,,,,,,,,,,,,,,,,,,,,,1496.34,90,420,11589.27,21362.62,10574.84,37798.61,71181.14,83277.85
MOZ,trade_export_4,0,0,0,0,0,0,0,0,0,0,0,0,5522,3267,11965,931,103210,19123,29156,15190,16132,8309,7030,31424,38825.05,3114,5000,199,1864,288,539.94,3541.89,18938.86
MOZ,trade_export_5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,,0.3,5.72,,,0.75,1.76,4.33,30.66
MOZ,trade_export_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.61,,,4.16,6.2,93.47,108.49
MOZ,trade_export_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.02,0.04,0.06
MOZ,trade_export_8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,,,,,,,,0,0.3,0.53,,,0.96,1.03,0.6,0.56
MOZ,trade_import_1,,,,,,,,,,,,,,,,,,,,,,,1,1,39.17,23.1,104.4,41.36,17.09,4.6,70.49,2827.83,84.68
MOZ,trade_import_2,130000,123000,108700,107000,118000,170000,176000,162000,317000,143000,130000,140400,165867,361907,501729,432792,554057,327681,237945,428872,551379,378353,547580,766934,642871,547709,683978,758451.84,657710.19,678434.48,787280.88,747321.88,610204.07
MOZ,trade_import_3,0,0,0,0,0,26100,300,5000,10300,200,27,92,148,31,6,370,510,469,36,137,239,2129,3279,801,715.04,3486.58,3942.88,1686.6,1307.86,1639.83,2074.78,31724.94,43251.8
MOZ,trade_import_4,250000,350000,750000,376000,273600,205000,115000,121000,110000,150000,125000,300000,373312,205612,56374,179000,239000,28150,100893,81794,75826,138255,114060,119383,151502.45,119121.65,104207.21,94455.09,109265.17,171438.09,282982.78,188352.53,156050.98
MOZ,trade_import_5,60,1000,2100,3000,4200,4300,2200,4900,4800,2000,8100,5700,6183,3676,4454,4283,6255,3727,11398,4679,5696,3744,1503,8052,5704.91,7876.17,13563.97,8964.08,7747.26,10776.03,14426.46,8476.48,5392.69
MOZ,trade_import_6,600,600,1300,900,1400,750,700,1200,2200,1400,2900,2900,7913,3308,8050,13216,10812,8461,9199,12605,9748,12797,6573,18694,13647.65,22594.45,23499,22211.56,22454.39,21292.55,25018.05,38371.97,40647.75
MOZ,trade_import_7,,,,,,,,,,,,,,,,,,,,,,,10,2,1.81,5.65,0.18,0.22,15.5,0.5,,0.03,0.17
MOZ,trade_import_8,0,0,0,0,0,0,0,0,0,0,0,0,192,125,189,206,34,51,144,123,215,347,187,524,287.79,723.96,1055.7,2602.52,3387.56,1196.98,1762.61,1170.04,1575.46
MRT,production_Agr_1,2408,2113,3142,7463,6294,3598,14415,11616,10927,5148,13651,6168,4778,15810,7138,12234,17285,16966,15461,11830,19910,11609,22841,6226,12565,6976,9600,14000,12000,17232,15000,12000,17896
MRT,production_Agr_10,80100,67905.42,67316.92,65297.09,68828.12,69135.18,73861.41,73594.95,79670.24,81111.09,81122.31,81133.55,86884.15,87094.27,89450.38,89497.89,87410.64,89592.98,85988.77,88872.88,91853.73,95240.69,95516.9,96624.17,105110.07,108324.19,105012.36,100000,104037.92,109134.3,109708.99,107831.91,109235.71
MRT,production_Agr_2,51796,41678,50718,64925,45400,52813,66748,80942,101900,86463,76200,58809,77409,79000,85530,72000,70462,82165,82163,53569,134447,158021,184217,202547,293219,223000,207000,301000,323000,255500,291300,428400,403000
MRT,production_Agr_4,560,600,580,400,304.24,342.25,369.84,400,467.46,484.37,495.96,482.18,500,600,797,500,574,2000,4000,3414,2413,2888,6092,6684,7059,7050,7720,7577.16,7457.45,7437.88,7305.04,7000,5000
MRT,production_Agr_5,17010,19700,18200,9240,9360,9600,10200,12500,13500,14000,21000,22000,22000,23000,24000,25200,25800,25800,25800,25800,25787.11,27000,28200,29400,29000,29706.56,31615.07,30281.86,29309.23,30604.81,31052.75,31529.44,32010.91
MRT,production_Agr_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT,production_Agr_7,3840,3920,3840,3760,3840,3840,4000,4000,4096,4000,4080,4800,4400,4400,4360,4440,4464,4464,4464,4464,4464,4520,4560,4640,4640,3925.03,3890.41,3913.92,3929.65,4002.89,3990.04,3992.52,3994.78
MRT,production_Agr_8,7815,7950,7725,8067.26,8400,8475,9750,9900,10950,11850,12450,13050,14100,14400,14550,14550,14550,14550,14550,14550,14550,15000,16500,17308.68,17967.53,18554.99,19255.73,18366.54,17786.47,19097.74,19309.91,19604.11,19899.15
MRT,production_Agr_9,97405,97600,96200,113400,103900,106000,106700,108500,110200,113700,115500,115500,120400,120700,122500,124250,126000,124400,136700,142000,126000,126200,126000,126300,154000,135000,158000,155000,155000,147629.2,148631.53,149998.16,148657.37
MRT,trade_export_5,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,
MRT,trade_export_6,,,,,,,,,,,,,,,,,,,,,28,0,0,0,,,,,,,,17.88,
MRT,trade_import_1,0,6101,4,0,0,0,0,0,0,0,0,0,0,0,0,10,14,20,247,5,706,25,11,0,3,450,21.7,12.4,195.09,2,466.65,7.7,9.08
MRT,trade_import_2,63000,177155,64274,65064,67558,52000,55000,108000,527000,121278,72991,95953,221973,135533,148509,252011,240610,289349,295310,409130,324490,292593,519562,379218,448209.41,580006.38,440141.69,570260.1,760664.94,668385.45,685553.1,651073.5,750089.52
MRT,trade_import_3,0,0,0,1,0,0,0,0,0,0,20,0,19,19,0,0,0,0,0,0,0,0,0,0,38.15,4.9,,,,,,,
MRT,trade_import_4,500,0,248,554,661,700,700,700,540,53,41,300,194,786,5500,1150,927,178,3686,36529,1123,127,7959,2068.5,40,4774.24,285.01,809.12,19856.2,19100.46,12785.1,22971.76,33429.44
MRT,trade_import_5,6800,5955,4911,4729,5556,6700,5500,8300,6200,4000,4900,11978,8287,10183,13595,9897,16081,11283,16805,22585,5808,9271,6162,7328,2713.81,33205.51,1904.88,7845.38,16314.5,24461.67,21639.46,29630.25,25786.42
MRT,trade_import_6,150,102,135,127,214,100,0,0,0,1235,2786,2786,5507,5994,4170,4220,2689,6267,5243,8818,7306,11377,11902,17143,14765.93,24107.62,22291.42,23473,25565.13,30983.02,34379.17,42475.48,46764.58
MRT,trade_import_8,0,4,2,22,1,0,0,0,0,0,0,0,1,9,0,0,1,0,8,26,0,2,0,1,,6.71,51.41,,,29.38,,,
MUS,production_Agr_1,2265,2120,1995,1816,880,289,438,232,259,201,623,389,295,177,369,475,452,1021,460,112,328,320,413,632,625,451,415,442,387,495,778,1106,823
MUS,production_Agr_2,19,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,831,646,1186,657,352,160,19,21,0,0,0
MUS,production_Agr_5,2125,2250,2484,2613,3067.74,2676.25,2149.48,2520.48,3164.24,3198.72,3249.76,2265.6,2791.8,2871.7,3284.25,3339.64,3070.55,1994.83,2050,2300,2420,2883,2414,2112,2111,2213,1818.54,1784.85,1919.68,1931.33,1826,1823,2071
MUS,production_Agr_6,875,945,1030,1080,1058,1038,1112,948,752,678,891,882,756,785,743,709,870,765,524,605,800,825,833,795,717,623,676.9,641.47,572.9,601.2,598,574,583
MUS,production_Agr_7,12500,13250,15500,17000,18850,19325,20550,20825,18300,20900,21000,27200,29305,30000,33000,33000,36160,40160,42200,44200,46600,47000,47400,46800,47500,46400,45800,47500,49000,51000,47500,49100,55700
MUS,production_Agr_8,180,200,190,190,285.6,225.25,270,280.9,310,272.95,207,164,214.2,184,193.5,171.6,153,107,106,110,100,100,85,78,77,71,55.3,34.68,34.16,23.37,22,19,20
MUS,production_Agr_9,11000,10300,10500,9000,8000,7500,6600,6000,5500,5000,4700,4000,4000,4000,4000,4000,4000,3500,3300,3500,3600,5000,6000,5000,5000,4500,4000,3600,2500,2500,2500,2602,2231
MUS,trade_export_1,0,0,20,0,0,0,0,0,0,2,1,0,11,2,3,0,0,6,0,6,0,123,13,28,2.62,1.9,26.5,12.23,0.21,,18.23,45.72,509.78
MUS,trade_export_2,171,0,833,0,0,0,0,5,0,0,0.13,0,0,0,0,0,2,0,0,0,0,0,3,0,0.25,,,,,,,,
MUS,trade_export_3,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,92,2,0,0.05,0.12,1.02,0.03,,,0.09,1.2,0.28
MUS,trade_export_4,22,36,533,0,105,150,0,0,1,2,1.9,1,1638,1506,429,302,2964,21,558,58,31,684,635,1287,,0.25,9.25,324,237.87,69.6,,0.09,
MUS,trade_export_5,0,0,4,0,0,0,0,0,0,0,0.31,5,0,0,0,39,0,5,23,3,0,199,133,53,5.28,243.43,270.76,239.72,258.87,154.47,103,117.79,27.84
MUS,trade_export_6,30,70,54,0,0,2,0,0,11,0,10.45,14,1,118,33,20,2,0,0,0,1,92,12,3,0.95,5.24,61.23,0.35,,25.71,,0.98,2.17
MUS,trade_export_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.02,,0.42,,,,,
MUS,trade_export_8,30,10,40,0,0,0,0,2,0,0,0.1,8,7,0,0,0,0,0,0,0,0,7,1,3,0.91,2.53,8.68,1.16,,1.3,1.64,0.45,
MUS,trade_import_1,1238,457,56,270,72,0,1,1,319,70,84.18,176,161,176,1,0,0,438,313,334,336,1244,6354,4148,3104.15,804.09,1156,765.69,85.7,46.43,45.36,12.16,0.86
MUS,trade_import_2,87875,59745,89757,124050,134686,112365,123739,95368,122681,139533,150427.65,118367,146730,153377,97979,148109,140260,157563,104140,166254,163540,107263,138189,163423,143049.43,167553.15,130352.77,197300.67,128151.11,150678.8,85303.28,162653.02,145657.94
MUS,trade_import_3,62,64,81,84,87,71,96,64,116,71,83.12,215,132,173,151,141,148,215,222,160,229,144,174,219,220.11,250.13,479.77,178,197.16,171.16,153.39,150.27,195.36
MUS,trade_import_4,22694,35787,35617,42585,36574,60293,50277,48142,55473,64068,61239.09,69766,81524,72914,88539,89126,77144,74189,90455,81581,80777,92777,74422,99741,90224.53,109757.75,95152.69,109485.14,113028.89,118960.66,124787.46,96804.89,118811.62
MUS,trade_import_5,156,309,394,813,834,800,1050,1075,1062,753,953.42,598,715,591,629,399,470,936,1453,1229,1100,1326,1364,1248,1504.11,1056.27,1166.05,1056.38,1229.11,1871.29,2424.09,2649.74,2560.88
MUS,trade_import_6,2222,1231,927,335,16,2,1,12,553,81,2.28,67,50,163,225,224,204,195,190,124,146,117,93,82,95.18,197.62,201.94,49.45,175.41,229.56,140.9,122.76,112.41
MUS,trade_import_7,196,202,265,320,202,163,196,84,83,113,152.26,109,83,97,132,70,60,111,33,61,66,62,121,68,64.44,43.61,73.11,57.36,29.83,9.95,12.29,20.59,23.82
MUS,trade_import_8,98,63,39,43,84,103,196,283,372,391,346.96,466,639,726,611,640,770,884,995,923,784,849,784,952,961.03,958.22,976.79,1092.65,1138.33,1187.05,601.54,870.28,1383.44
MWI,production_Agr_1,1342809,1589377,657000,2033957,1040000,1661457,1793461,1351842,1772392,2479406,2501311,1713064,1556975,1983440,1608349,1225234,2611486,3226418,2634701,3582502,3419409,3699147,3618699,3639866,3978123,2776277,2369493,3464139,2697959,3391924,3691866,4581000,3717000
MWI,production_Agr_10,,25250.15,27083.25,27759.63,25440.8,25197.67,32879.2,38075.33,38595.59,35825.73,40101.5,39809.29,39676.4,40596.54,43788.63,44398.24,49408.64,55247.72,60378.25,65156.82,70243.64,76723.23,82260.12,86975.17,92609.52,99480.71,107495.71,109788.93,115594.95,130101.76,136029.42,143100.46,144669.17
MWI,production_Agr_2,43280,63175,23798,65357,41128,52077,72629,65690,68679,92833,71601,93150,92027,88184,49722,41270,91450,113166,114885,135988,110106,117733,110964,125156,132002,111437,83757,121079,112313,132728,145445.5,155000,147000
MWI,production_Agr_3,0,0,0,0,0,0,0,0,0,0,0,0,0,41000,49000,40000,55000,71295,64489,85098,73356,75665,106592,111977,132185,120952,132417,208556,175475,180000,210000,264497,220000
MWI,production_Agr_4,1639,877,613,1014,208,1572,2315,1339,1842,1655,1815,2241,1520,1502,1668,1730,1999,4605,2386,2590,2341,1850,1956,1784,1160,1178,797,745,729,566,697,1000,1000
MWI,production_Agr_5,16856.9,17123.54,16791.45,17600,15000,15000,22550,12120,14342,14555,17425,19475,21876,22588,22089,21344,24104,26583,28815,30046,32225,34055,35683,38382,39514,42362,41615,45736,50018,55356.5,56277.04,60835.63,65437.1
MWI,production_Agr_6,10250,11050,13500,11025,11500,15500,14250,19150,19400,20250,21250,19900,12984,13140,11301,12041,16895,25033,33962,41872,31670,44201,66534.04,89035,102396,127292,162969,187440,268061,270000,350000,311000,344550.5
MWI,production_Agr_7,11360,12880,11760,12640,13120,13600,14160,14320,14560,15040,15280,15280,9309,11240,15840,15985,11150,13686,19060,21337,23831,55805,74356,77711,85973,98973,74958,130114,190617,133508.17,138636.23,143705.34,148877.49
MWI,production_Agr_8,3072,3060,3396,3516,3084,3036,4524,5640,5748,6000,8280,10200,9500,9827,12103,10255,14489,17126,19557,21490,23632,27796,29779,32392,36185,39817,44772,47075,51723,48499.45,57796.67,63140.26,70042.16
MWI,production_Agr_9,36800,41500,44000,36000,31000,31500,32000,33000,35195.41,34000,35000,36505.28,16985,19278,35000,42541,25472,29739,35484,40427,46672,50400,58568,47991.85,64747,52113.28,61212,62892,58143.82,63058.61,64876.37,66893.77,67791.44
MWI,trade_export_1,774,,90,1,0,0,0,2308,100,0,0,81,1,12,1,1,99,265,69,658,49,1,135,0,8.8,6.2,0.5,80.3,1.55,2.3,29.12,8.54,10.56
MWI,trade_export_2,0,47,0,0,0,0,0,0,0,0,0,0,0,0,2153,0,0,5786,5679,3809,7337,11213,11213,1515,,170,,,0,,,,105
MWI,trade_export_3,56,,624,32,610,25,25,9715,3510,3000,3000,22,22,1118,40,40,2799,10840,146,3786,10671,5041,2184,14333,23240.6,9557.15,6652.2,54043.61,50276.36,35475.63,27902.97,45828.71,32320.09
MWI,trade_export_4,1088,0,0,4125,1259,3126,450,685,52,90,11000,9879,1644,54604,12607,467,1160,391255,21438,3665,7841,357302,15393,1857,3846.91,1510.83,3138.57,6312.01,11033.02,1954.27,633.56,7747.5,23216.82
MWI,trade_export_5,,,,,,,,,,,,,,,,,,,,26,0,60,60,0,,,,13.18,10.26,,,134.72,0.2
