country,date,sector,value
"Russia","30/12/2019","Residential","1.16632",
"Russia","30/12/2019","Power","2.38667",
"Spain","30/12/2019","Industry","0.181173",
"Spain","30/12/2019","Ground Transport","0.254075",
"Spain","30/12/2019","International Aviation","0.0457832",
"Spain","30/12/2019","Domestic Aviation","0.00958516",
"Spain","30/12/2019","Residential","0.162615",
"Spain","30/12/2019","Power","0.0907006",
"United Kingdom","30/12/2019","Industry","0.179975",
"United Kingdom","30/12/2019","Ground Transport","0.322289",
"United Kingdom","30/12/2019","International Aviation","0.0902573",
"United Kingdom","30/12/2019","Domestic Aviation","0.00404184",
"United Kingdom","30/12/2019","Residential","0.331069",
"United Kingdom","30/12/2019","Power","0.125362",
"United States","30/12/2019","Industry","2.05259",
"United States","30/12/2019","Ground Transport","3.70499",
"United States","30/12/2019","International Aviation","0.208713",
"United States","30/12/2019","Domestic Aviation","0.466467",
"United States","30/12/2019","Residential","2.89723",
"United States","30/12/2019","Power","3.18562",
"WORLD","30/12/2019","Domestic Aviation","1.03321",
"WORLD","30/12/2019","Ground Transport","17.2141",
"WORLD","30/12/2019","Industry","34.8839",
"WORLD","30/12/2019","International Aviation","1.79462",
"WORLD","30/12/2019","Power","35.6975",
"WORLD","30/12/2019","Residential","17.0793",
"Brazil","31/12/2019","Industry","0.490335",
"Brazil","31/12/2019","Ground Transport","0.417091",
"Brazil","31/12/2019","International Aviation","0.0222881",
"Brazil","31/12/2019","Domestic Aviation","0.0276649",
"Brazil","31/12/2019","Residential","0.10755",
"Brazil","31/12/2019","Power","0.144559",
"China","31/12/2019","Industry","15.2483",
"China","31/12/2019","Ground Transport","2.46384",
"China","31/12/2019","International Aviation","0.116427",
"China","31/12/2019","Domestic Aviation","0.178253",
"China","31/12/2019","Residential","3.25164",
"China","31/12/2019","Power","14.2791",
"EU27 & UK","31/12/2019","Industry","1.8471",
"EU27 & UK","31/12/2019","Ground Transport","2.24872",
"EU27 & UK","31/12/2019","International Aviation","0.355003",
"EU27 & UK","31/12/2019","Domestic Aviation","0.0343512",
"EU27 & UK","31/12/2019","Residential","2.87897",
"EU27 & UK","31/12/2019","Power","1.86019",
"France","31/12/2019","Industry","0.257928",
"France","31/12/2019","Ground Transport","0.318209",
"France","31/12/2019","International Aviation","0.0442953",
"France","31/12/2019","Domestic Aviation","0.0129131",
"France","31/12/2019","Residential","0.450744",
"France","31/12/2019","Power","0.1322",
"Germany","31/12/2019","Industry","0.345147",
"Germany","31/12/2019","Ground Transport","0.370138",
"Germany","31/12/2019","International Aviation","0.0538933",
"Germany","31/12/2019","Domestic Aviation","0.00251664",
"Germany","31/12/2019","Residential","0.677823",
"Germany","31/12/2019","Power","0.38837",
"India","31/12/2019","Industry","2.0158",
"India","31/12/2019","Ground Transport","0.812267",
"India","31/12/2019","International Aviation","0.0091029",
"India","31/12/2019","Domestic Aviation","0.0561722",
"India","31/12/2019","Residential","1.2873",
"India","31/12/2019","Power","3.51555",
"Italy","31/12/2019","Industry","0.143127",
"Italy","31/12/2019","Ground Transport","0.261408",
"Italy","31/12/2019","International Aviation","0.0263689",
"Italy","31/12/2019","Domestic Aviation","0.00508413",
"Italy","31/12/2019","Residential","0.467661",
"Italy","31/12/2019","Power","0.118033",
"Japan","31/12/2019","Industry","0.743177",
"Japan","31/12/2019","Ground Transport","0.434853",
"Japan","31/12/2019","International Aviation","0.0568318",
"Japan","31/12/2019","Domestic Aviation","0.0319413",
"Japan","31/12/2019","Residential","0.505666",
"Japan","31/12/2019","Power","0.933601",
"ROW","31/12/2019","Industry","11.752",
"ROW","31/12/2019","Ground Transport","6.00876",
"ROW","31/12/2019","International Aviation","0.911595",
"ROW","31/12/2019","Domestic Aviation","0.181561",
"ROW","31/12/2019","Residential","4.96845",
"ROW","31/12/2019","Power","9.7373",
"Russia","31/12/2019","Industry","1.43857",
"Russia","31/12/2019","Ground Transport","0.629554",
"Russia","31/12/2019","International Aviation","0.0260928",
"Russia","31/12/2019","Domestic Aviation","0.0306153",
"Russia","31/12/2019","Residential","1.03156",
"Russia","31/12/2019","Power","2.31648",
"Spain","31/12/2019","Industry","0.181634",
"Spain","31/12/2019","Ground Transport","0.194225",
"Spain","31/12/2019","International Aviation","0.0396992",
"Spain","31/12/2019","Domestic Aviation","0.00670428",
"Spain","31/12/2019","Residential","0.165793",
"Spain","31/12/2019","Power","0.0909313",
"United Kingdom","31/12/2019","Industry","0.246077",
"United Kingdom","31/12/2019","Ground Transport","0.312991",
"United Kingdom","31/12/2019","International Aviation","0.0861477",
"United Kingdom","31/12/2019","Domestic Aviation","0.00338602",
"United Kingdom","31/12/2019","Residential","0.349252",
"United Kingdom","31/12/2019","Power","0.171406",
"United States","31/12/2019","Industry","2.32545",
"United States","31/12/2019","Ground Transport","3.9691",
"United States","31/12/2019","International Aviation","0.198247",
"United States","31/12/2019","Domestic Aviation","0.485173",
"United States","31/12/2019","Residential","3.2399",
"United States","31/12/2019","Power","3.6091",
"WORLD","31/12/2019","Domestic Aviation","1.02573",
"WORLD","31/12/2019","Ground Transport","16.9842",
"WORLD","31/12/2019","Industry","35.8607",
"WORLD","31/12/2019","International Aviation","1.69559",
"WORLD","31/12/2019","Power","36.3958",
"WORLD","31/12/2019","Residential","17.271",
"Brazil","01/01/2020","Industry","0.455247",
"Brazil","01/01/2020","Ground Transport","0.306428",
"Brazil","01/01/2020","International Aviation","0.0186838",
"Brazil","01/01/2020","Domestic Aviation","0.0195904",
"Brazil","01/01/2020","Residential","0.10766",
"Brazil","01/01/2020","Power","0.139175",
"China","01/01/2020","Industry","12.6789",
"China","01/01/2020","Ground Transport","2.15521",
"China","01/01/2020","International Aviation","0.117475",
"China","01/01/2020","Domestic Aviation","0.213374",
"China","01/01/2020","Residential","2.94804",
"China","01/01/2020","Power","14.5401",
"EU27 & UK","01/01/2020","Industry","1.60537",
"EU27 & UK","01/01/2020","Ground Transport","1.55685",
"EU27 & UK","01/01/2020","International Aviation","0.346694",
"EU27 & UK","01/01/2020","Domestic Aviation","0.0321047",
"EU27 & UK","01/01/2020","Residential","3.17461",
"EU27 & UK","01/01/2020","Power","1.67366",
"France","01/01/2020","Industry","0.148273",
"France","01/01/2020","Ground Transport","0.246434",
"France","01/01/2020","International Aviation","0.044825",
"France","01/01/2020","Domestic Aviation","0.0122975",
"France","01/01/2020","Residential","0.455559",
"France","01/01/2020","Power","0.0955695",
"Germany","01/01/2020","Industry","0.373852",
"Germany","01/01/2020","Ground Transport","0.268745",
"Germany","01/01/2020","International Aviation","0.0485271",
"Germany","01/01/2020","Domestic Aviation","0.00172176",
"Germany","01/01/2020","Residential","0.829535",
"Germany","01/01/2020","Power","0.427304",
"India","01/01/2020","Industry","2.25371",
"India","01/01/2020","Ground Transport","0.832263",
"India","01/01/2020","International Aviation","0.0350852",
"India","01/01/2020","Domestic Aviation","0.0663294",
"India","01/01/2020","Residential","0.826072",
"India","01/01/2020","Power","3.51982",
"Italy","01/01/2020","Industry","0.127571",
"Italy","01/01/2020","Ground Transport","0.17599",
"Italy","01/01/2020","International Aviation","0.0257123",
"Italy","01/01/2020","Domestic Aviation","0.00461139",
"Italy","01/01/2020","Residential","0.46101",
"Italy","01/01/2020","Power","0.110182",
"Japan","01/01/2020","Industry","0.644785",
"Japan","01/01/2020","Ground Transport","0.350934",
"Japan","01/01/2020","International Aviation","0.0488804",
"Japan","01/01/2020","Domestic Aviation","0.023275",
"Japan","01/01/2020","Residential","0.56974",
"Japan","01/01/2020","Power","0.901382",
"ROW","01/01/2020","Industry","11.0832",
"ROW","01/01/2020","Ground Transport","4.4154",
"ROW","01/01/2020","International Aviation","1.03959",
"ROW","01/01/2020","Domestic Aviation","0.192376",
"ROW","01/01/2020","Residential","4.9871",
"ROW","01/01/2020","Power","8.81099",
"Russia","01/01/2020","Industry","0.982944",
"Russia","01/01/2020","Ground Transport","0.417783",
"Russia","01/01/2020","International Aviation","0.0286666",
"Russia","01/01/2020","Domestic Aviation","0.0232165",
"Russia","01/01/2020","Residential","0.789089",
"Russia","01/01/2020","Power","2.52942",
"Spain","01/01/2020","Industry","0.153808",
"Spain","01/01/2020","Ground Transport","0.117662",
"Spain","01/01/2020","International Aviation","0.0383406",
"Spain","01/01/2020","Domestic Aviation","0.00713622",
"Spain","01/01/2020","Residential","0.172144",
"Spain","01/01/2020","Power","0.0764149",
"United Kingdom","01/01/2020","Industry","0.166857",
"United Kingdom","01/01/2020","Ground Transport","0.220276",
"United Kingdom","01/01/2020","International Aviation","0.0812345",
"United Kingdom","01/01/2020","Domestic Aviation","0.00226438",
"United Kingdom","01/01/2020","Residential","0.355408",
"United Kingdom","01/01/2020","Power","0.129866",
"United States","01/01/2020","Industry","2.53454",
"United States","01/01/2020","Ground Transport","2.72493",
"United States","01/01/2020","International Aviation","0.178324",
"United States","01/01/2020","Domestic Aviation","0.372685",
"United States","01/01/2020","Residential","3.1212",
"United States","01/01/2020","Power","3.54675",
"WORLD","01/01/2020","Domestic Aviation","0.942951",
"WORLD","01/01/2020","Ground Transport","12.7598",
"WORLD","01/01/2020","Industry","32.2387",
"WORLD","01/01/2020","International Aviation","1.8134",
"WORLD","01/01/2020","Power","35.6613",
"WORLD","01/01/2020","Residential","16.5235",
"Brazil","02/01/2020","Industry","0.473037",
"Brazil","02/01/2020","Ground Transport","0.526221",
"Brazil","02/01/2020","International Aviation","0.0209835",
"Brazil","02/01/2020","Domestic Aviation","0.0281557",
"Brazil","02/01/2020","Residential","0.107757",
"Brazil","02/01/2020","Power","0.144613",
"China","02/01/2020","Industry","12.4072",
"China","02/01/2020","Ground Transport","2.34181",
"China","02/01/2020","International Aviation","0.116026",
"China","02/01/2020","Domestic Aviation","0.218894",
"China","02/01/2020","Residential","2.77389",
"China","02/01/2020","Power","13.9388",
"EU27 & UK","02/01/2020","Industry","1.89158",
"EU27 & UK","02/01/2020","Ground Transport","2.2609",
"EU27 & UK","02/01/2020","International Aviation","0.407231",
"EU27 & UK","02/01/2020","Domestic Aviation","0.0393456",
"EU27 & UK","02/01/2020","Residential","3.103",
"EU27 & UK","02/01/2020","Power","1.97204",
"France","02/01/2020","Industry","0.223616",
"France","02/01/2020","Ground Transport","0.31773",
"France","02/01/2020","International Aviation","0.049712",
"France","02/01/2020","Domestic Aviation","0.0136913",
"France","02/01/2020","Residential","0.405221",
"France","02/01/2020","Power","0.144133",
"Germany","02/01/2020","Industry","0.402217",
"Germany","02/01/2020","Ground Transport","0.387193",
"Germany","02/01/2020","International Aviation","0.0687801",
"Germany","02/01/2020","Domestic Aviation","0.00320341",
"Germany","02/01/2020","Residential","0.837303",
"Germany","02/01/2020","Power","0.459724",
"India","02/01/2020","Industry","2.16544",
"India","02/01/2020","Ground Transport","0.846986",
"India","02/01/2020","International Aviation","0.0342838",
"India","02/01/2020","Domestic Aviation","0.067105",
"India","02/01/2020","Residential","0.547934",
"India","02/01/2020","Power","3.38196",
"Italy","02/01/2020","Industry","0.164344",
"Italy","02/01/2020","Ground Transport","0.244408",
"Italy","02/01/2020","International Aviation","0.028425",
"Italy","02/01/2020","Domestic Aviation","0.0059797",
"Italy","02/01/2020","Residential","0.467402",
"Italy","02/01/2020","Power","0.141942",
"Japan","02/01/2020","Industry","0.64766",
"Japan","02/01/2020","Ground Transport","0.446851",
"Japan","02/01/2020","International Aviation","0.0501779",
"Japan","02/01/2020","Domestic Aviation","0.023504",
"Japan","02/01/2020","Residential","0.530518",
"Japan","02/01/2020","Power","0.905401",
"ROW","02/01/2020","Industry","11.3711",
"ROW","02/01/2020","Ground Transport","5.66481",
"ROW","02/01/2020","International Aviation","0.9992",
"ROW","02/01/2020","Domestic Aviation","0.21397",
"ROW","02/01/2020","Residential","4.94628",
"ROW","02/01/2020","Power","9.35946",
"Russia","02/01/2020","Industry","1.0084",
"Russia","02/01/2020","Ground Transport","0.534613",
"Russia","02/01/2020","International Aviation","0.035028",
"Russia","02/01/2020","Domestic Aviation","0.0368348",
"Russia","02/01/2020","Residential","0.791402",
"Russia","02/01/2020","Power","2.59493",
"Spain","02/01/2020","Industry","0.189364",
"Spain","02/01/2020","Ground Transport","0.252647",
"Spain","02/01/2020","International Aviation","0.0425719",
"Spain","02/01/2020","Domestic Aviation","0.00813268",
"Spain","02/01/2020","Residential","0.173911",
"Spain","02/01/2020","Power","0.0940799",
"United Kingdom","02/01/2020","Industry","0.169769",
"United Kingdom","02/01/2020","Ground Transport","0.281325",
"United Kingdom","02/01/2020","International Aviation","0.0942233",
"United Kingdom","02/01/2020","Domestic Aviation","0.00304782",
"United Kingdom","02/01/2020","Residential","0.302731",
"United Kingdom","02/01/2020","Power","0.132132",
"United States","02/01/2020","Industry","2.20464",
"United States","02/01/2020","Ground Transport","3.36979",
"United States","02/01/2020","International Aviation","0.204711",
"United States","02/01/2020","Domestic Aviation","0.441979",
"United States","02/01/2020","Residential","2.85953",
"United States","02/01/2020","Power","3.0851",
"WORLD","02/01/2020","Domestic Aviation","1.06979",
"WORLD","02/01/2020","Ground Transport","15.992",
"WORLD","02/01/2020","Industry","32.1691",
"WORLD","02/01/2020","International Aviation","1.86764",
"WORLD","02/01/2020","Power","35.3823",
"WORLD","02/01/2020","Residential","15.6603",
"Brazil","03/01/2020","Industry","0.486653",
"Brazil","03/01/2020","Ground Transport","0.544381",
"Brazil","03/01/2020","International Aviation","0.0212591",
"Brazil","03/01/2020","Domestic Aviation","0.0296818",
"Brazil","03/01/2020","Residential","0.108647",
"Brazil","03/01/2020","Power","0.148776",
"China","03/01/2020","Industry","12.4425",
"China","03/01/2020","Ground Transport","2.40265",
"China","03/01/2020","International Aviation","0.117884",
"China","03/01/2020","Domestic Aviation","0.219708",
"China","03/01/2020","Residential","2.70719",
"China","03/01/2020","Power","13.4673",
"EU27 & UK","03/01/2020","Industry","1.81865",
"EU27 & UK","03/01/2020","Ground Transport","2.33914",
"EU27 & UK","03/01/2020","International Aviation","0.429697",
"EU27 & UK","03/01/2020","Domestic Aviation","0.0414272",
"EU27 & UK","03/01/2020","Residential","2.77333",
"EU27 & UK","03/01/2020","Power","1.89601",
"France","03/01/2020","Industry","0.201609",
"France","03/01/2020","Ground Transport","0.324288",
"France","03/01/2020","International Aviation","0.0533883",
"France","03/01/2020","Domestic Aviation","0.0150224",
"France","03/01/2020","Residential","0.34802",
"France","03/01/2020","Power","0.129948",
"Germany","03/01/2020","Industry","0.331597",
"Germany","03/01/2020","Ground Transport","0.387313",
"Germany","03/01/2020","International Aviation","0.0752341",
"Germany","03/01/2020","Domestic Aviation","0.00321988",
"Germany","03/01/2020","Residential","0.627418",
"Germany","03/01/2020","Power","0.379008",
"India","03/01/2020","Industry","2.19001",
"India","03/01/2020","Ground Transport","0.853622",
"India","03/01/2020","International Aviation","0.0350429",
"India","03/01/2020","Domestic Aviation","0.0675003",
"India","03/01/2020","Residential","0.589778",
"India","03/01/2020","Power","3.42033",
"Italy","03/01/2020","Industry","0.188494",
"Italy","03/01/2020","Ground Transport","0.243559",
"Italy","03/01/2020","International Aviation","0.0292316",
"Italy","03/01/2020","Domestic Aviation","0.00623346",
"Italy","03/01/2020","Residential","0.458896",
"Italy","03/01/2020","Power","0.1628",
"Japan","03/01/2020","Industry","0.666826",
"Japan","03/01/2020","Ground Transport","0.44069",
"Japan","03/01/2020","International Aviation","0.0506686",
"Japan","03/01/2020","Domestic Aviation","0.0233937",
"Japan","03/01/2020","Residential","0.513126",
"Japan","03/01/2020","Power","0.932194",
"ROW","03/01/2020","Industry","11.7838",
"ROW","03/01/2020","Ground Transport","5.32828",
"ROW","03/01/2020","International Aviation","1.04646",
"ROW","03/01/2020","Domestic Aviation","0.216274",
"ROW","03/01/2020","Residential","4.90518",
"ROW","03/01/2020","Power","9.88486",
"Russia","03/01/2020","Industry","0.999819",
"Russia","03/01/2020","Ground Transport","0.553336",
"Russia","03/01/2020","International Aviation","0.0311799",
"Russia","03/01/2020","Domestic Aviation","0.0399606",
"Russia","03/01/2020","Residential","0.787844",
"Russia","03/01/2020","Power","2.57284",
"Spain","03/01/2020","Industry","0.175958",
"Spain","03/01/2020","Ground Transport","0.258224",
"Spain","03/01/2020","International Aviation","0.0453818",
"Spain","03/01/2020","Domestic Aviation","0.00796677",
"Spain","03/01/2020","Residential","0.172297",
"Spain","03/01/2020","Power","0.0874193",
"United Kingdom","03/01/2020","Industry","0.164456",
"United Kingdom","03/01/2020","Ground Transport","0.292905",
"United Kingdom","03/01/2020","International Aviation","0.0988296",
"United Kingdom","03/01/2020","Domestic Aviation","0.00348654",
"United Kingdom","03/01/2020","Residential","0.320606",
"United Kingdom","03/01/2020","Power","0.127997",
"United States","03/01/2020","Industry","2.48912",
"United States","03/01/2020","Ground Transport","4.08925",
"United States","03/01/2020","International Aviation","0.211091",
"United States","03/01/2020","Domestic Aviation","0.475137",
"United States","03/01/2020","Residential","2.61024",
"United States","03/01/2020","Power","3.48319",
"WORLD","03/01/2020","Domestic Aviation","1.11308",
"WORLD","03/01/2020","Ground Transport","16.5513",
"WORLD","03/01/2020","Industry","32.8774",
"WORLD","03/01/2020","International Aviation","1.94328",
"WORLD","03/01/2020","Power","35.8055",
"WORLD","03/01/2020","Residential","14.9953",
"Brazil","04/01/2020","Industry","0.487761",
"Brazil","04/01/2020","Ground Transport","0.475596",
"Brazil","04/01/2020","International Aviation","0.0231836",
"Brazil","04/01/2020","Domestic Aviation","0.0276561",
"Brazil","04/01/2020","Residential","0.10851",
"Brazil","04/01/2020","Power","0.149115",
"China","04/01/2020","Industry","12.2638",
"China","04/01/2020","Ground Transport","2.24288",
"China","04/01/2020","International Aviation","0.126762",
"China","04/01/2020","Domestic Aviation","0.220171",
"China","04/01/2020","Residential","2.6239",
"China","04/01/2020","Power","13.4143",
"EU27 & UK","04/01/2020","Industry","1.65024",
"EU27 & UK","04/01/2020","Ground Transport","2.06382",
"EU27 & UK","04/01/2020","International Aviation","0.439688",
"EU27 & UK","04/01/2020","Domestic Aviation","0.0352198",
"EU27 & UK","04/01/2020","Residential","2.77989",
"EU27 & UK","04/01/2020","Power","1.72044",
"France","04/01/2020","Industry","0.1923",
"France","04/01/2020","Ground Transport","0.297032",
"France","04/01/2020","International Aviation","0.0546141",
"France","04/01/2020","Domestic Aviation","0.0132584",
"France","04/01/2020","Residential","0.387393",
"France","04/01/2020","Power","0.123947",
"Germany","04/01/2020","Industry","0.318747",
"Germany","04/01/2020","Ground Transport","0.350421",
"Germany","04/01/2020","International Aviation","0.0779446",
"Germany","04/01/2020","Domestic Aviation","0.00228125",
"Germany","04/01/2020","Residential","0.653626",
"Germany","04/01/2020","Power","0.36432",
"India","04/01/2020","Industry","2.2154",
"India","04/01/2020","Ground Transport","0.846191",
"India","04/01/2020","International Aviation","0.0362906",
"India","04/01/2020","Domestic Aviation","0.0669289",
"India","04/01/2020","Residential","0.67705",
"India","04/01/2020","Power","3.45999",
"Italy","04/01/2020","Industry","0.163308",
"Italy","04/01/2020","Ground Transport","0.224922",
"Italy","04/01/2020","International Aviation","0.0293851",
"Italy","04/01/2020","Domestic Aviation","0.00525743",
"Italy","04/01/2020","Residential","0.426576",
"Italy","04/01/2020","Power","0.141048",
"Japan","04/01/2020","Industry","0.714502",
"Japan","04/01/2020","Ground Transport","0.420381",
"Japan","04/01/2020","International Aviation","0.0510087",
"Japan","04/01/2020","Domestic Aviation","0.023573",
"Japan","04/01/2020","Residential","0.527628",
"Japan","04/01/2020","Power","0.998843",
"ROW","04/01/2020","Industry","11.6608",
"ROW","04/01/2020","Ground Transport","5.08687",
"ROW","04/01/2020","International Aviation","1.0782",
"ROW","04/01/2020","Domestic Aviation","0.197274",
"ROW","04/01/2020","Residential","5.03743",
"ROW","04/01/2020","Power","9.81407",
"Russia","04/01/2020","Industry","0.995623",
"Russia","04/01/2020","Ground Transport","0.576351",
"Russia","04/01/2020","International Aviation","0.0341743",
"Russia","04/01/2020","Domestic Aviation","0.0376647",
"Russia","04/01/2020","Residential","0.773022",
"Russia","04/01/2020","Power","2.56205",
"Spain","04/01/2020","Industry","0.141295",
"Spain","04/01/2020","Ground Transport","0.21369",
"Spain","04/01/2020","International Aviation","0.0510018",
"Spain","04/01/2020","Domestic Aviation","0.00758236",
"Spain","04/01/2020","Residential","0.168291",
"Spain","04/01/2020","Power","0.0701981",
"United Kingdom","04/01/2020","Industry","0.164678",
"United Kingdom","04/01/2020","Ground Transport","0.27212",
"United Kingdom","04/01/2020","International Aviation","0.0982402",
"United Kingdom","04/01/2020","Domestic Aviation","0.00209532",
"United Kingdom","04/01/2020","Residential","0.332036",
"United Kingdom","04/01/2020","Power","0.12817",
"United States","04/01/2020","Industry","2.45303",
"United States","04/01/2020","Ground Transport","3.56644",
"United States","04/01/2020","International Aviation","0.217347",
"United States","04/01/2020","Domestic Aviation","0.440899",
"United States","04/01/2020","Residential","2.72449",
"United States","04/01/2020","Power","3.4327",
"WORLD","04/01/2020","Domestic Aviation","1.04939",
"WORLD","04/01/2020","Ground Transport","15.2785",
"WORLD","04/01/2020","Industry","32.4412",
"WORLD","04/01/2020","International Aviation","2.00665",
"WORLD","04/01/2020","Power","35.5515",
"WORLD","04/01/2020","Residential","15.2519",
"Brazil","05/01/2020","Industry","0.478881",
"Brazil","05/01/2020","Ground Transport","0.356058",
"Brazil","05/01/2020","International Aviation","0.021489",
"Brazil","05/01/2020","Domestic Aviation","0.026424",
"Brazil","05/01/2020","Residential","0.107934",
"Brazil","05/01/2020","Power","0.1464",
"China","05/01/2020","Industry","12.3124",
"China","05/01/2020","Ground Transport","2.16628",
"China","05/01/2020","International Aviation","0.124672",
"China","05/01/2020","Domestic Aviation","0.217826",
"China","05/01/2020","Residential","2.55252",
"China","05/01/2020","Power","13.719",
"EU27 & UK","05/01/2020","Industry","1.76437",
"EU27 & UK","05/01/2020","Ground Transport","1.66948",
"EU27 & UK","05/01/2020","International Aviation","0.444848",
"EU27 & UK","05/01/2020","Domestic Aviation","0.0380223",
"EU27 & UK","05/01/2020","Residential","2.88624",
"EU27 & UK","05/01/2020","Power","1.83942",
"France","05/01/2020","Industry","0.220643",
"France","05/01/2020","Ground Transport","0.239853",
"France","05/01/2020","International Aviation","0.0567977",
"France","05/01/2020","Domestic Aviation","0.0139398",
"France","05/01/2020","Residential","0.416305",
"France","05/01/2020","Power","0.142216",
"Germany","05/01/2020","Industry","0.407263",
"Germany","05/01/2020","Ground Transport","0.25053",
"Germany","05/01/2020","International Aviation","0.0770701",
"Germany","05/01/2020","Domestic Aviation","0.0026384",
"Germany","05/01/2020","Residential","0.694607",
"Germany","05/01/2020","Power","0.465493",
"India","05/01/2020","Industry","2.25611",
"India","05/01/2020","Ground Transport","0.791513",
"India","05/01/2020","International Aviation","0.0364446",
"India","05/01/2020","Domestic Aviation","0.0661566",
"India","05/01/2020","Residential","0.75276",
"India","05/01/2020","Power","3.52356",
"Italy","05/01/2020","Industry","0.126258",
"Italy","05/01/2020","Ground Transport","0.200452",
"Italy","05/01/2020","International Aviation","0.0299701",
"Italy","05/01/2020","Domestic Aviation","0.00553155",
"Italy","05/01/2020","Residential","0.430677",
"Italy","05/01/2020","Power","0.109047",
"Japan","05/01/2020","Industry","0.7934",
"Japan","05/01/2020","Ground Transport","0.389514",
"Japan","05/01/2020","International Aviation","0.0513189",
"Japan","05/01/2020","Domestic Aviation","0.0233923",
"Japan","05/01/2020","Residential","0.570437",
"Japan","05/01/2020","Power","1.10914",
"ROW","05/01/2020","Industry","11.2515",
"ROW","05/01/2020","Ground Transport","4.68746",
"ROW","05/01/2020","International Aviation","1.07385",
"ROW","05/01/2020","Domestic Aviation","0.204266",
"ROW","05/01/2020","Residential","5.41187",
"ROW","05/01/2020","Power","9.25054",
"Russia","05/01/2020","Industry","0.993216",
"Russia","05/01/2020","Ground Transport","0.540005",
"Russia","05/01/2020","International Aviation","0.0336799",
"Russia","05/01/2020","Domestic Aviation","0.0388375",
"Russia","05/01/2020","Residential","0.763352",
"Russia","05/01/2020","Power","2.55585",
"Spain","05/01/2020","Industry","0.148398",
"Spain","05/01/2020","Ground Transport","0.174791",
"Spain","05/01/2020","International Aviation","0.0510283",
"Spain","05/01/2020","Domestic Aviation","0.00742347",
"Spain","05/01/2020","Residential","0.170329",
"Spain","05/01/2020","Power","0.073727",
"United Kingdom","05/01/2020","Industry","0.147477",
"United Kingdom","05/01/2020","Ground Transport","0.228468",
"United Kingdom","05/01/2020","International Aviation","0.098218",
"United Kingdom","05/01/2020","Domestic Aviation","0.00284483",
"United Kingdom","05/01/2020","Residential","0.313017",
"United Kingdom","05/01/2020","Power","0.114783",
"United States","05/01/2020","Industry","2.30015",
"United States","05/01/2020","Ground Transport","2.53369",
"United States","05/01/2020","International Aviation","0.220492",
"United States","05/01/2020","Domestic Aviation","0.436806",
"United States","05/01/2020","Residential","3.05885",
"United States","05/01/2020","Power","3.21875",
"WORLD","05/01/2020","Domestic Aviation","1.05173",
"WORLD","05/01/2020","Ground Transport","13.134",
"WORLD","05/01/2020","Industry","32.1501",
"WORLD","05/01/2020","International Aviation","2.00679",
"WORLD","05/01/2020","Power","35.3626",
"WORLD","05/01/2020","Residential","16.104",
"Brazil","06/01/2020","Industry","0.466616",
"Brazil","06/01/2020","Ground Transport","0.57145",
"Brazil","06/01/2020","International Aviation","0.0224379",
"Brazil","06/01/2020","Domestic Aviation","0.0300252",
"Brazil","06/01/2020","Residential","0.10766",
"Brazil","06/01/2020","Power","0.14265",
"China","06/01/2020","Industry","12.1485",
"China","06/01/2020","Ground Transport","2.37383",
"China","06/01/2020","International Aviation","0.115222",
"China","06/01/2020","Domestic Aviation","0.211692",
"China","06/01/2020","Residential","2.54265",
"China","06/01/2020","Power","13.7163",
"EU27 & UK","06/01/2020","Industry","2.05543",
"EU27 & UK","06/01/2020","Ground Transport","2.06402",
"EU27 & UK","06/01/2020","International Aviation","0.418868",
"EU27 & UK","06/01/2020","Domestic Aviation","0.0412056",
"EU27 & UK","06/01/2020","Residential","3.04377",
"EU27 & UK","06/01/2020","Power","2.14286",
"France","06/01/2020","Industry","0.229507",
"France","06/01/2020","Ground Transport","0.338509",
"France","06/01/2020","International Aviation","0.0496385",
"France","06/01/2020","Domestic Aviation","0.0146961",
"France","06/01/2020","Residential","0.44084",
"France","06/01/2020","Power","0.14793",
"Germany","06/01/2020","Industry","0.511726",
"Germany","06/01/2020","Ground Transport","0.34585",
"Germany","06/01/2020","International Aviation","0.0727099",
"Germany","06/01/2020","Domestic Aviation","0.00400063",
"Germany","06/01/2020","Residential","0.72303",
"Germany","06/01/2020","Power","0.584891",
"India","06/01/2020","Industry","2.13298",
"India","06/01/2020","Ground Transport","0.859368",
"India","06/01/2020","International Aviation","0.0323999",
"India","06/01/2020","Domestic Aviation","0.0668751",
"India","06/01/2020","Residential","0.71164",
"India","06/01/2020","Power","3.33126",
"Italy","06/01/2020","Industry","0.148173",
"Italy","06/01/2020","Ground Transport","0.176143",
"Italy","06/01/2020","International Aviation","0.0297615",
"Italy","06/01/2020","Domestic Aviation","0.00646584",
"Italy","06/01/2020","Residential","0.496413",
"Italy","06/01/2020","Power","0.127976",
"Japan","06/01/2020","Industry","0.932692",
"Japan","06/01/2020","Ground Transport","0.453817",
"Japan","06/01/2020","International Aviation","0.0490767",
"Japan","06/01/2020","Domestic Aviation","0.0225472",
"Japan","06/01/2020","Residential","0.514069",
"Japan","06/01/2020","Power","1.30386",
"ROW","06/01/2020","Industry","11.6247",
"ROW","06/01/2020","Ground Transport","5.60784",
"ROW","06/01/2020","International Aviation","1.03637",
"ROW","06/01/2020","Domestic Aviation","0.212418",
"ROW","06/01/2020","Residential","5.59407",
"ROW","06/01/2020","Power","9.92808",
"Russia","06/01/2020","Industry","1.00069",
"Russia","06/01/2020","Ground Transport","0.565023",
