Model,Scenario,Region,ESP Indicator Name,Unit of Entry,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
IEO,Reference,Middle East,Electricity|Generation by technology|Gas,EJ/yr,"1,8030924","1,7576892","1,8611712","1,93887","2,0351916","2,1372804","2,1757176","2,2240044","2,2916844","2,3819256","2,4893424","2,5488396","2,6120052","2,7817164","2,9610684","3,1509144","3,3134832","3,4542252","3,5818164","3,6969336","3,8108412","3,8592864","3,8949228","4,0015044","4,1146632","4,2306588","4,356504","4,478382","4,595364","4,721292","4,849668"
IEO,Reference,Russia,Electricity|Generation by technology|Gas,EJ/yr,"1,7614692","1,75698","1,7778744","1,794726","1,7467092","1,6367724","1,6000236","1,5969204","1,5883848","1,6243776","1,644282","1,6491204","1,6100532","1,6237368","1,6078212","1,5920604","1,6244028","1,6563708","1,6922232","1,6977168","1,7296704","1,7313264","1,733562","1,7654616","1,7988228","1,8403416","1,8495864","1,8513756","1,8465408","1,843722","1,8301932"
IEO,Reference,South Korea,Electricity|Generation by technology|Gas,EJ/yr,"0,3491748","0,3915864","0,3787956","0,412002","0,4127472","0,417762","0,3941568","0,3988908","0,4014864","0,3979224","0,4000716","0,396576","0,3931128","0,3896892","0,386298","0,40302","0,4308984","0,4276044","0,4243464","0,4431708","0,4625136","0,4928832","0,5250816","0,5578092","0,589734","0,6203772","0,6518052","0,6838308","0,7119684","0,740268","0,7656192"
IEO,Reference,United States,Electricity|Generation by technology|Gas,EJ/yr,"3,55392","3,64896","4,42116","4,02516","4,07916","4,12776","4,2462","4,13136","4,19328","4,11948","4,0194","4,01904","4,07412","4,15764","4,26348","4,40244","4,50648","4,6224","4,74012","4,84524","4,93488","4,99644","5,05656","5,13504","5,21712","5,32224","5,42448","5,50152","5,553","5,5908","5,64768"
IEO,Reference,World,Electricity|Generation by technology|Gas,EJ/yr,"16,3750248","16,6532616","17,3815596","17,3011356","17,5050828","17,6653512","17,862588","18,0574668","18,3305664","18,6901812","18,924534","19,3358412","19,8412416","20,7770184","21,7013364","22,6620612","23,5040652","24,3296604","25,1788968","26,0179308","26,9083152","27,7858224","28,6315488","29,5689132","30,5492544","31,6216548","32,6734344","33,6772728","34,6720464","35,5972824","36,5076144"
IEO,Reference,Africa,Electricity|Generation by technology|Geothermal,EJ/yr,"0,0052956","0,0054576","0,005814","0,0057852","0,0057564","0,0057276","0,0056988","0,00567","0,0105336","0,0200196","0,026802","0,0290232","0,0396324","0,0565596","0,0675288","0,075816","0,0841032","0,0923904","0,1006776","0,1089648","0,117252","0,117252","0,121284","0,1252944","0,1294092","0,1337148","0,1379736","0,1422756","0,146664","0,1512504","0,1560312"
IEO,Reference,Australia/New Zealand,Electricity|Generation by technology|Geothermal,EJ/yr,"0,0211788","0,022032","0,0222984","0,0232056","0,0269532","0,0344196","0,0368352","0,0421596","0,0474804","0,0474804","0,0474804","0,0474804","0,0474804","0,0485208","0,0495","0,0505764","0,0516312","0,0525384","0,0535788","0,0546768","0,055854","0,0569988","0,0583848","0,0598104","0,0614628","0,0632268","0,0650844","0,067068","0,0692316","0,0714096","0,0735804"
IEO,Reference,China,Electricity|Generation by technology|Geothermal,EJ/yr,"0,0005832","0,0005832","0,0005508","0,0005508","0,0008352","0,0009864","0,001404","0,0016848","0,001746","0,0020628","0,0022536","0,0022536","0,0022536","0,0022536","0,0022536","0,0022536","0,0022536","0,0022536","0,0022536","0,0022536","0,0022536","0,0022536","0,0022536","0,0022536","0,0022536","0,0022536","0,0022536","0,0022536","0,0022536","0,0022536","0,0022536"
IEO,Reference,European Union,Electricity|Generation by technology|Geothermal,EJ/yr,"0,038682","0,0406404","0,0428076","0,044136","0,0442836","0,0460548","0,049536","0,0516132","0,053334","0,0657216","0,0744228","0,079722","0,0818028","0,0838836","0,0838836","0,0838836","0,0838836","0,0838836","0,0838836","0,0838836","0,0838836","0,0838836","0,0838836","0,0838836","0,0838836","0,0838836","0,0848988","0,085932","0,0870408","0,0881496","0,089334"
IEO,Reference,India,Electricity|Generation by technology|Geothermal,EJ/yr,,,,,,,"0,0000432","0,0001944","0,000342","0,0004392","0,0004716","0,0004752","0,0005112","0,0005328","0,0005328","0,0005328","0,0005328","0,0005328","0,0005328","0,0005328","0,0005328","0,0005508","0,0005724","0,0005904","0,000612","0,0006336","0,0006552","0,0006768","0,0006984","0,00072","0,0007488"
IEO,Reference,Japan,Electricity|Generation by technology|Geothermal,EJ/yr,"0,0094752","0,0096336","0,0093924","0,0093924","0,0093924","0,0093924","0,00936","0,0093132","0,0093492","0,0093924","0,0093924","0,0093924","0,0093924","0,0093924","0,0093924","0,0093924","0,0093924","0,0093924","0,0093924","0,0093924","0,0093924","0,0094392","0,009486","0,0095328","0,0095688","0,0096012","0,0096192","0,0096264","0,009612","0,0096048","0,0096012"
IEO,Reference,Mexico/Chile,Electricity|Generation by technology|Geothermal,EJ/yr,"0,0238248","0,0234252","0,0209412","0,0208368","0,0212796","0,0242748","0,0294624","0,0330228","0,0353448","0,0361152","0,0363348","0,0365544","0,0365796","0,0365796","0,036576","0,0365796","0,0365796","0,0376164","0,0387432","0,0398952","0,0410868","0,0423036","0,0435168","0,0447732","0,0460728","0,0474372","0,048798","0,0502236","0,0517644","0,0532116","0,0547092"
IEO,Reference,Middle East,Electricity|Generation by technology|Geothermal,EJ/yr,,,,,,"0,0064692","0,013572","0,0180972","0,0226188","0,027144","0,0316692","0,0361908","0,040716","0,0416196","0,0425196","0,0434232","0,0473688","0,0513144","0,05526","0,059202","0,0631476","0,0670932","0,0710388","0,0729036","0,0748692","0,076878","0,0789552","0,0809748","0,0829224","0,0850068","0,0871272"
IEO,Reference,Russia,Electricity|Generation by technology|Geothermal,EJ/yr,"0,001818","0,0018792","0,0017172","0,0017172","0,00171","0,0016992","0,001692","0,0050976","0,0050868","0,0050796","0,0050724","0,0050616","0,0050544","0,0121428","0,0336348","0,0386388","0,0439092","0,0443484","0,044784","0,0451944","0,0456588","0,0461124","0,046584","0,0470304","0,0474948","0,0478476","0,0479988","0,0481104","0,0481032","0,048096","0,0480888"
IEO,Reference,South Korea,Electricity|Generation by technology|Geothermal,EJ/yr,,,,,,,,,"0,0007848","0,0020772","0,0028656","0,0031104","0,0033876","0,0035964","0,0038592","0,004914","0,0053244","0,005616","0,005904","0,006552","0,0069624","0,0070668","0,007182","0,0073008","0,0074124","0,007524","0,0076392","0,007758","0,0078732","0,0079956","0,008118"
IEO,Reference,United States,Electricity|Generation by technology|Geothermal,EJ/yr,"0,05472","0,05508","0,05616","0,0594","0,05976","0,06084","0,0612","0,06264","0,06984","0,08388","0,09648","0,10764","0,11844","0,12456","0,13212","0,1386","0,14616","0,15624","0,16956","0,17964","0,18864","0,198","0,20628","0,21276","0,2196","0,22428","0,23004","0,23616","0,24156","0,2466","0,25056"
IEO,Reference,World,Electricity|Generation by technology|Geothermal,EJ/yr,"0,2386008","0,242064","0,245628","0,2644632","0,2689812","0,2900844","0,3191328","0,3543984","0,408852","0,4584636","0,5013432","0,527832","0,5910552","0,6453792","0,706572","0,7484004","0,8215596","0,8931816","0,9682596","1,0404936","1,1115936","1,1419524","1,1751012","1,2048264","1,2360564","1,2654216","1,2968496","1,3288212","1,3608648","1,39158","1,423782"
IEO,Reference,Africa,Electricity|Generation by technology|Hydro,EJ/yr,"0,4168836","0,420642","0,430452","0,4294476","0,4284432","0,427446","0,4264524","0,4254588","0,451638","0,5108616","0,5648112","0,5851692","0,7009956","0,8209368","0,85482","0,8695548","0,8978976","0,9262404","0,9545796","0,9829224","1,0112652","1,0206432","1,0557576","1,0906416","1,1264904","1,1639628","1,2010392","1,23849","1,2766788","1,316592","1,3582008"
IEO,Reference,Australia/New Zealand,Electricity|Generation by technology|Hydro,EJ/yr,"0,1978416","0,2172672","0,1994328","0,2078712","0,2284236","0,2583144","0,2959884","0,304884","0,3256992","0,3405924","0,3544884","0,3568464","0,3591396","0,3670092","0,3744072","0,3825648","0,3905496","0,3974112","0,4052736","0,4135716","0,4224924","0,431136","0,4416372","0,4523976","0,4649184","0,4782492","0,4922964","0,507312","0,5236704","0,5401476","0,5565564"
IEO,Reference,Brazil,Electricity|Generation by technology|Hydro,EJ/yr,"1,5585408","1,65258","1,6253136","1,6692048","1,6648524","1,660518","1,6562016","1,6519032","1,6476264","1,7090172","1,75788","1,8161496","1,8738432","1,9321092","1,9890504","2,044674","2,0771964","2,1095388","2,1429432","2,1761064","2,2095756","2,2768056","2,344176","2,4124428","2,479392","2,5484076","2,6196984","2,6937216","2,769336","2,844684","2,9239668"
IEO,Reference,Canada,Electricity|Generation by technology|Hydro,EJ/yr,"1,3184892","1,4338296","1,4304384","1,4270652","1,4716152","1,4833872","1,5291792","1,5712056","1,60569","1,6283412","1,6509924","1,6745112","1,69803","1,7215524","1,7396928","1,7685936","1,7921124","1,8156348","1,8391536","1,862676","1,8861948","1,9097172","1,933236","1,9567584","1,9802772","2,0037996","2,0376144","2,0723796","2,1088188","2,1446208","2,181276"
IEO,Reference,China,Electricity|Generation by technology|Hydro,EJ/yr,"2,7753084","2,8820592","3,612654","4,081914","4,5132948","4,8373344","5,4888084","5,731236","5,8384476","6,451992","6,81237","6,9898356","7,1672976","7,3447632","7,5222252","7,6996908","7,8771528","8,0546184","8,2320804","8,409546","8,5870116","8,7644736","8,9419392","9,1194012","9,2968668","9,4743324","9,6517944","9,82926","10,006722","10,1841876","10,3616496"
IEO,Reference,European Union,Electricity|Generation by technology|Hydro,EJ/yr,"3,17277","3,2095188","3,5868564","3,6533376","3,6684756","3,814812","4,114692","4,3346232","4,5307188","4,693014","4,9081716","5,0618124","5,1314076","5,156352","5,1977808","5,2392096","5,2806384","5,3220672","5,3634924","5,4049212","5,44635","5,5344132","5,6224728","5,710536","5,7985992","5,8866588","5,957784","6,0304932","6,1081092","6,1860744","6,2690652"
IEO,Reference,India,Electricity|Generation by technology|Hydro,EJ/yr,"0,518112","0,6227028","0,5758092","0,5751468","0,5731884","0,5712444","0,5919552","0,7083756","0,850032","0,9782964","1,0498212","1,0584828","1,2431448","1,430802","1,5056172","1,5804288","1,655244","1,7300592","1,8048744","1,8796896","1,9545048","2,024478","2,0957796","2,1689208","2,2439016","2,3211288","2,40021","2,4817464","2,564982","2,6500248","2,7508932"
IEO,Reference,Japan,Electricity|Generation by technology|Hydro,EJ/yr,"0,4148568","0,4236912","0,4405248","0,453546","0,5037552","0,5037552","0,605358","0,6032556","0,6286032","0,653868","0,664956","0,6798204","0,6946848","0,7094988","0,7243164","0,7391304","0,753948","0,768762","0,783576","0,7983936","0,8132076","0,8173764","0,8212644","0,8252712","0,8286084","0,8313048","0,8329356","0,8333604","0,8324496","0,8317836","0,8314524"
IEO,Reference,Mexico/Chile,Electricity|Generation by technology|Hydro,EJ/yr,"0,2570616","0,2551428","0,2486736","0,2478024","0,2577348","0,2922732","0,3329568","0,356004","0,3759444","0,3954924","0,4131612","0,4453128","0,4681512","0,4850856","0,5013756","0,5189544","0,5358888","0,5510628","0,567576","0,5844492","0,601902","0,6197472","0,6375168","0,6559164","0,6749388","0,6949548","0,7148844","0,7357896","0,7583364","0,7795584","0,801468"
IEO,Reference,Middle East,Electricity|Generation by technology|Hydro,EJ/yr,"0,0640836","0,0735948","0,0799776","0,079812","0,0796464","0,1202796","0,1641384","0,198864","0,2198196","0,2395728","0,2593224","0,361314","0,4633056","0,4706856","0,4780656","0,4854456","0,49851","0,5115744","0,5246388","0,5377032","0,5507676","0,6445332","0,7382988","0,7576956","0,778122","0,7989984","0,820584","0,8415612","0,8618076","0,8834508","0,9054972"
IEO,Reference,Russia,Electricity|Generation by technology|Hydro,EJ/yr,"0,6051636","0,6030432","0,6045768","0,6519024","0,6506028","0,6493068","0,648018","0,656442","0,6551568","0,6538788","0,6526008","0,6513264","0,6500556","0,6750324","0,759222","0,782478","0,8148276","0,8229888","0,831096","0,8387352","0,847332","0,8557668","0,8644968","0,8728128","0,8814132","0,8879328","0,8907372","0,8928324","0,8924112","0,891252","0,890064"
IEO,Reference,South Korea,Electricity|Generation by technology|Hydro,EJ/yr,"0,0228276","0,0271296","0,0256428","0,0298872","0,0297504","0,0296172","0,0294804","0,0293508","0,0701856","0,1364796","0,1870488","0,2002392","0,2083356","0,2131668","0,218664","0,2402496","0,2479464","0,2533788","0,2627064","0,2854512","0,3003552","0,3048768","0,3098808","0,31491","0,319806","0,3245724","0,3295764","0,334746","0,33966","0,344916","0,3501756"
IEO,Reference,United States,Electricity|Generation by technology|Hydro,EJ/yr,"1,60848","1,926","1,87344","1,97784","2,00916","2,13912","2,28312","2,40948","2,4768","2,50524","2,53584","2,57508","2,60136","2,6226","2,64672","2,66724","2,69172","2,71584","2,74464","2,77452","2,81232","2,86344","2,91456","2,96748","3,01932","3,05244","3,09852","3,16764","3,24144","3,32064","3,3624"
IEO,Reference,World,Electricity|Generation by technology|Hydro,EJ/yr,"15,0990624","15,9517152","17,0167212","17,811792","18,4013928","19,1630952","20,6263368","21,5423064","22,393836","23,712912","24,7474584","25,4540628","26,4951396","27,2435112","27,858258","28,4159304","28,9942848","29,5431444","30,1033044","30,676932","31,2536196","31,9655808","32,7044916","33,3750348","34,0527816","34,718166","35,3906208","36,0943704","36,813978","37,5363612","38,2591548"
IEO,Reference,Africa,Electricity|Generation by technology|Nuclear,EJ/yr,"0,04644","0,0465804","0,0446328","0,049284","0,049284","0,049284","0,049284","0,049284","0,049284","0,049284","0,049284","0,0543888","0,0594936","0,0645984","0,0697032","0,074808","0,0797904","0,0847728","0,0897552","0,0947376","0,09972","0,1049976","0,1102752","0,1155528","0,1208304","0,126108","0,1311552","0,1362024","0,1412496","0,1462968","0,151344"
IEO,Reference,Brazil,Electricity|Generation by technology|Nuclear,EJ/yr,"0,0495864","0,053262","0,054612","0,050508","0,050508","0,050508","0,0571824","0,0638568","0,0705312","0,0772056","0,08388","0,08388","0,08388","0,08388","0,08388","0,08388","0,1062432","0,1286064","0,1509696","0,1733328","0,195696","0,195696","0,195696","0,195696","0,195696","0,195696","0,195696","0,195696","0,195696","0,195696","0,195696"
IEO,Reference,Canada,Electricity|Generation by technology|Nuclear,EJ/yr,"0,3078036","0,3179448","0,320616","0,3462084","0,33633","0,33633","0,3234744","0,3234744","0,3106224","0,3106224","0,3106224","0,3106224","0,297792","0,2592504","0,2849616","0,2592504","0,2592504","0,2592504","0,2592504","0,2592504","0,2592504","0,2592504","0,2592504","0,2592504","0,2592504","0,2428056","0,222876","0,2217312","0,2217312","0,2217312","0,2217312"
IEO,Reference,China,Electricity|Generation by technology|Nuclear,EJ/yr,"0,2554632","0,2972484","0,3335472","0,398556","0,4457088","0,6488568","0,8574876","0,9493236","1,0064304","1,0635372","1,1850444","1,331892","1,4641884","1,4641884","1,4641884","1,6266168","1,8679644","2,0903724","2,3199552","2,549538","2,7145512","2,8795608","3,044574","3,2095872","3,3745968","3,53961","3,7046232","3,8696364","4,034646","4,1996592","4,3646724"
IEO,Reference,European Union,Electricity|Generation by technology|Nuclear,EJ/yr,"3,1380048","3,1001868","3,01455","3,2241672","3,1910256","3,157884","3,1347432","3,1116024","3,0884616","3,0653208","3,04218","3,0665232","3,0908664","3,1152096","3,1395528","3,163896","3,2007384","3,2375808","3,2744232","3,3112656","3,348108","3,3610824","3,3740568","3,3870312","3,4000056","3,41298","3,375216","3,337452","3,299688","3,261924","3,22416"
IEO,Reference,India,Electricity|Generation by technology|Nuclear,EJ/yr,"0,0737388","0,1042128","0,106794","0,1090548","0,1090548","0,1090548","0,1840644","0,2043072","0,2043072","0,2043072","0,2409516","0,2548584","0,3044628","0,3401568","0,3335328","0,41985","0,5061636","0,5761404","0,6481044","0,7123464","0,7399404","0,7553916","0,7708428","0,7862976","0,8017488","0,7976196","0,824112","0,8506008","0,872568","0,8990568","0,8945316"
IEO,Reference,Japan,Electricity|Generation by technology|Nuclear,EJ/yr,"1,0089","0,5622552","0,062028","0,0502092","0,0502092","0,1310868","0,2415708","0,3868956","0,4782348","0,5241924","0,601884","0,6244272","0,646974","0,646974","0,646974","0,646974","0,6304932","0,6304932","0,6304932","0,6304932","0,6304932","0,6304932","0,6304932","0,6304932","0,6304932","0,6079464","0,6079464","0,5856372","0,5465664","0,5240232","0,5240232"
IEO,Reference,Mexico/Chile,Electricity|Generation by technology|Nuclear,EJ/yr,"0,0201312","0,0335268","0,0302832","0,0403992","0,0415224","0,042084","0,042084","0,042084","0,042084","0,042084","0,042084","0,042084","0,042084","0,042084","0,042084","0,042084","0,0482616","0,0544392","0,0606168","0,0667944","0,072972","0,072972","0,072972","0,072972","0,072972","0,072972","0,0791496","0,0853272","0,0915048","0,0976824","0,10386"
IEO,Reference,Middle East,Electricity|Generation by technology|Nuclear,EJ/yr,,"0,0003528","0,0047808","0,0135","0,018","0,0225","0,0468792","0,0712584","0,0956376","0,1200168","0,144396","0,1610712","0,1777464","0,1944216","0,2110968","0,227772","0,2508984","0,2740248","0,2971512","0,3202776","0,343404","0,3665232","0,3896424","0,4127616","0,4358808","0,459","0,476712","0,494424","0,512136","0,529848","0,54756"
IEO,Reference,Russia,Electricity|Generation by technology|Nuclear,EJ/yr,"0,5738796","0,5832648","0,5986548","0,580968","0,6444936","0,6699996","0,7157664","0,7060536","0,7863048","0,815346","0,8431956","0,8702928","0,9313452","0,9361404","0,916992","0,9626544","0,9153504","0,8913852","0,86184","0,8796024","0,8610588","0,8888112","0,9169416","0,8929728","0,8696376","0,8223336","0,811962","0,811962","0,811962","0,801594","0,801594"
IEO,Reference,South Korea,Electricity|Generation by technology|Nuclear,EJ/yr,"0,510804","0,5319468","0,51678","0,476874","0,6458508","0,6851448","0,7308756","0,768906","0,768906","0,768906","0,768906","0,8086428","0,8483796","0,8881128","0,9278496","0,9278496","0,9278496","0,9704232","1,0129968","1,0129968","1,0129968","1,0129968","1,0129968","1,0129968","1,0129968","1,0129968","1,0129968","1,0129968","1,0129968","1,0129968","1,0129968"
IEO,Reference,United States,Electricity|Generation by technology|Nuclear,EJ/yr,"2,9052","2,84472","2,76948","2,8404","2,82096","2,78712","2,81304","2,86164","2,87208","2,88288","2,89332","2,90376","2,907","2,907","2,907","2,907","2,907","2,907","2,907","2,907","2,90988","2,91564","2,91708","2,91744","2,92032","2,92428","2,92788","2,94012","2,95416","2,96964","2,99952"
IEO,Reference,World,Electricity|Generation by technology|Nuclear,EJ/yr,"9,4670676","9,0638676","8,44119","8,8391088","9,0159408","9,37197","9,8978004","10,2592656","10,5126948","10,6827408","10,9840176","11,3171796","11,6854128","11,7996876","11,9119536","12,2532408","12,6321408","13,058154","13,4877564","13,9143564","14,2063236","14,475852","14,7414384","14,9538492","15,1694136","15,3035172","15,4740096","15,6599856","15,8276232","16,007382","16,203438"
IEO,Reference,Africa,Electricity|Generation by technology|Oil,EJ/yr,"0,2477988","0,2327544","0,2735172","0,2817036","0,2975544","0,294876","0,2922192","0,2895948","0,286992","0,284418","0,2818692","0,2793456","0,2768472","0,2743704","0,2719224","0,2694996","0,2670984","0,2647224","0,2623716","0,2600424","0,2577348","0,2554524","0,2531916","0,250956","0,248742","0,2465496","0,2443788","0,2422296","0,240102","0,237996","0,2359116"
IEO,Reference,Australia/New Zealand,Electricity|Generation by technology|Oil,EJ/yr,"0,0147528","0,0138924","0,0137808","0,0136404","0,0147996","0,0146628","0,0145296","0,0144","0,0142668","0,0141372","0,0140076","0,0138816","0,0137556","0,0136332","0,0135072","0,0133848","0,013266","0,0131436","0,0130284","0,0129096","0,0127944","0,0126792","0,012564","0,0124524","0,0123408","0,0122292","0,0121212","0,0120132","0,0119052","0,0117972","0,0116928"
IEO,Reference,Brazil,Electricity|Generation by technology|Oil,EJ/yr,"0,0544356","0,0576216","0,0621648","0,06642","0,0661248","0,0353484","0,0313596","0,0484776","0,0637236","0,0631368","0,0625572","0,0619848","0,061416","0,0608544","0,0602964","0,0597456","0,059202","0,058662","0,0581256","0,0575964","0,0570744","0,056556","0,0560412","0,0555336","0,0550296","0,0545292","0,054036","0,05355","0,053064","0,0525852","0,0521136"
IEO,Reference,Canada,Electricity|Generation by technology|Oil,EJ/yr,"0,026298","0,022464","0,023634","0,023454","0,0233208","0,0231012","0,0228708","0,022644","0,0224208","0,0221976","0,021978","0,0217584","0,0215424","0,02133","0,0211176","0,0209088","0,0207","0,0204948","0,0202932","0,0200916","0,0198936","0,0196956","0,0195012","0,0193068","0,019116","0,0189252","0,018738","0,0185508","0,0183672","0,0181872","0,0180072"
IEO,Reference,China,Electricity|Generation by technology|Oil,EJ/yr,"0,0459612","0,0271656","0,0231588","0,0229248","0,0232812","0,0230544","0,0228312","0,022608","0,0223884","0,0221688","0,0219528","0,0217404","0,021528","0,0213192","0,0211104","0,0209052","0,0207036","0,020502","0,020304","0,020106","0,0199116","0,0197172","0,0195264","0,0193356","0,0191484","0,0189612","0,0187776","0,0185976","0,0184176","0,0182376","0,0180612"
IEO,Reference,European Union,Electricity|Generation by technology|Oil,EJ/yr,"0,2781648","0,2354364","0,269208","0,268092","0,2701224","0,2692188","0,2666052","0,2640204","0,2614608","0,2589264","0,2564172","0,2539332","0,2514744","0,2490372","0,2466288","0,244242","0,2418804","0,2395404","0,2372256","0,2349324","0,2326644","0,230418","0,2281932","0,22599","0,223812","0,221652","0,2195172","0,2174004","0,2153088","0,2132352","0,2111832"
IEO,Reference,India,Electricity|Generation by technology|Oil,EJ/yr,"0,0825444","0,0816516","0,0768708","0,076104","0,0448884","0,0487008","0,0813492","0,0806112","0,0798804","0,0791568","0,0784404","0,0777312","0,0770292","0,076338","0,0756684","0,0749916","0,0743256","0,0736632","0,0730044","0,0723528","0,0717048","0,0710676","0,070434","0,0698076","0,0691884","0,0685764","0,067968","0,0673668","0,0667764","0,066204","0,0657396"
IEO,Reference,Japan,Electricity|Generation by technology|Oil,EJ/yr,"0,3102048","0,5109048","0,6134832","0,5976144","0,5776488","0,5374836","0,4741632","0,4095324","0,3381768","0,2583936","0,1779552","0,1073268","0,0553824","0,0246384","0,010512","0,0055944","0,004266","0,0039132","0,0037476","0,0036036","0,0034632","0,0033264","0,0031896","0,0030564","0,0029232","0,00279","0,0026604","0,0025308","0,0024012","0,0022752","0,0021492"
IEO,Reference,Mexico/Chile,Electricity|Generation by technology|Oil,EJ/yr,"0,1771488","0,1851912","0,2092104","0,207684","0,2062656","0,2036628","0,2004336","0,1958364","0,1883772","0,1753668","0,1532016","0,1206396","0,0852444","0,0610452","0,0518004","0,0497088","0,0490896","0,0486036","0,048132","0,0476604","0,047196","0,0467352","0,0462816","0,0458316","0,0453852","0,0449424","0,0445068","0,0440748","0,0436464","0,0432216","0,0428004"
IEO,Reference,Middle East,Electricity|Generation by technology|Oil,EJ/yr,"0,9110268","1,0352844","1,1045808","1,097874","1,0965672","1,0893708","1,0828152","1,0722024","1,0525968","1,0229724","0,9860508","0,9399564","0,8833392","0,816426","0,742302","0,6676596","0,6015744","0,5517612","0,5203908","0,5034924","0,4946328","0,488934","0,484128","0,4795272","0,4749948","0,4705092","0,4660668","0,4616676","0,4573152","0,4530024","0,4487364"
IEO,Reference,Russia,Electricity|Generation by technology|Oil,EJ/yr,"0,0315108","0,092592","0,0949608","0,0949068","0,0329508","0,0324684","0,03168","0,031554","0,0303012","0,0298116","0,0293112","0,0536616","0,0985068","0,0977184","0,0968688","0,0960264","0,0951948","0,0943704","0,0935532","0,0927432","0,091944","0,091152","0,0903672","0,0895896","0,0888228","0,0880596","0,0873072","0,086562","0,0858204","0,0850896","0,084366"
IEO,Reference,South Korea,Electricity|Generation by technology|Oil,EJ/yr,"0,0640764","0,0562788","0,0716328","0,0709164","0,0329184","0,0147888","0,0140904","0,0368316","0,0612864","0,0606132","0,0599472","0,0592848","0,0586296","0,0579816","0,0573408","0,0567072","0,0560772","0,0554544","0,0548388","0,0542304","0,0536256","0,053028","0,0524376","0,0518508","0,0512712","0,0506952","0,0501264","0,0495648","0,0490068","0,048456","0,0479088"
IEO,Reference,United States,Electricity|Generation by technology|Oil,EJ/yr,"0,13356","0,10872","0,0828","0,09792","0,1008","0,0918","0,09072","0,08172","0,08208","0,063","0,06372","0,06372","0,06372","0,06408","0,06444","0,06408","0,06336","0,06336","0,063","0,063","0,06336","0,06264","0,06264","0,06264","0,063","0,063","0,06336","0,06372","0,06372","0,06408","0,06408"
IEO,Reference,World,Electricity|Generation by technology|Oil,EJ/yr,"3,2292792","3,5695116","3,8012904","3,791682","3,6915264","3,5637984","3,5331588","3,4717752","3,3950412","3,236706","3,0816468","2,9411244","2,8265868","2,6890344","2,575944","2,4781248","2,39373","2,3275872","2,2798764","2,2471812","2,2230432","2,2011444","2,1810132","2,161242","2,1420468","2,1226896","2,1038832","2,0852712","2,0664936","2,0482776","2,029986"
IEO,Reference,Africa,Electricity|Generation by technology|Other Renewables,EJ/yr,"0,0081252","0,0081252","0,0082476","0,0081648","0,008082","0,0080028","0,0079236","0,0078444","0,0089496","0,011124","0,0126684","0,0131292","0,015606","0,017982","0,0184176","0,018468","0,0185328","0,0186012","0,018666","0,0187344","0,0187992","0,021204","0,0219348","0,0226584","0,0234036","0,0241812","0,0249516","0,0257328","0,0265248","0,0273528","0,0282168"
IEO,Reference,Australia/New Zealand,Electricity|Generation by technology|Other Renewables,EJ/yr,"0,0162828","0,0148896","0,0107064","0,010638","0,0110736","0,0122544","0,015264","0,016956","0,018684","0,0198108","0,019944","0,019944","0,019944","0,0203832","0,0207936","0,0212472","0,02169","0,0220716","0,0225072","0,022968","0,0234612","0,0239436","0,0245268","0,0251244","0,0258192","0,0265608","0,0273384","0,0281736","0,0290808","0,0299952","0,0309096"
IEO,Reference,Brazil,Electricity|Generation by technology|Other Renewables,EJ/yr,"0,113382","0,1152","0,1268532","0,1627848","0,1615284","0,1602864","0,1590552","0,1578384","0,1566324","0,1696716","0,178632","0,1881576","0,1966716","0,2045844","0,2118348","0,2185812","0,2221524","0,22563","0,2291904","0,2326932","0,2362176","0,2437956","0,2513304","0,2589264","0,2663316","0,2739564","0,2818152","0,289962","0,2982636","0,3065184","0,315198"
IEO,Reference,Canada,Electricity|Generation by technology|Other Renewables,EJ/yr,"0,0314496","0,023076","0,0323856","0,0320616","0,0377388","0,038718","0,0417312","0,04437","0,0469512","0,0487656","0,05058","0,0604044","0,0702324","0,0800568","0,0878508","0,0997092","0,1095336","0,1193616","0,129186","0,139014","0,1488384","0,1586664","0,1684908","0,1783188","0,1881432","0,1979676","0,2013084","0,2047428","0,2083464","0,2118816","0,2155032"
IEO,Reference,China,Electricity|Generation by technology|Other Renewables,EJ/yr,"0,0410616","0,1224","0,1608444","0,1755576","0,1882548","0,2833848","0,409662","0,451908","0,465498","0,5441328","0,5902452","0,6379056","0,6855624","0,7332228","0,7808796","0,82854","0,8762004","0,9238572","0,9715176","1,0191744","1,0668348","1,1144952","1,162152","1,2098124","1,2574692","1,3051296","1,35279","1,4004468","1,4481072","1,495764","1,5434244"
IEO,Reference,European Union,Electricity|Generation by technology|Other Renewables,EJ/yr,"0,5253192","0,5573268","0,53721","0,5441004","0,5425344","0,5492196","0,5687208","0,5829048","0,623538","0,6365844","0,7223364","0,7557408","0,7563132","0,7568892","0,7568892","0,7568892","0,7568892","0,7568892","0,7568892","0,7568892","0,7568892","0,7568892","0,7568892","0,7568892","0,7568892","0,7568892","0,7660368","0,7753824","0,7853652","0,7953876","0,806058"
