Country,Short Names,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
GBR,meat_consumption_3,1022.95,1073.41,1287.44,1327.22,1429.29,1474.72,1552.4,1592.34,1705.14,1703.77,1703.73,1731.81,1710.32,1709.59,1751.85,1789.62,1725.46,1631.02,1592.67,1626.79,1776.45,1784.59,1806.7,1831.58,1817.68,1982.55,2086.27,1993.42,2113.86,2060.04,2017.08,2064.09,2094.33
GBR,meat_consumption_4,417.36,397.89,386.15,381.7,357.86,361.81,383.32,362.33,371.59,378.92,391.86,341.64,360.32,361.52,375.18,375.79,378.41,390.14,372.32,350.34,313.09,298.99,283.29,300.71,302.25,333.53,324.63,305.78,299.12,290.45,276.2,255.32,274.3
GBR,meat_consumption_per_capita_1,12.91,13.13,12.65,10.78,10.9,11.37,9.38,9.92,9.78,9.77,10.16,10.2,11.09,11.22,11.54,11.51,11.78,11.92,11.51,11,11.48,11.24,10.92,10.66,10.97,11.24,11.3,11.31,11.35,10.7,10.75,10.58,10.26
GBR,meat_consumption_per_capita_2,16.79,16.8,16.65,16.58,16.97,16.25,16.58,16.47,16.9,16.43,16.03,16.44,16.54,17.16,16.77,16.89,16.7,17.28,16.12,15.97,15.74,15.54,15.18,14.81,15.15,15.48,16.12,15.71,15.7,15.31,14.19,14.88,15.31
GBR,meat_consumption_per_capita_3,10.73,11.23,13.43,13.81,14.83,15.27,16.03,16.39,17.5,17.43,17.36,17.58,17.28,17.19,17.51,17.78,17.02,15.97,15.47,15.68,16.98,16.91,16.98,17.09,16.83,18.23,19.06,18.1,19.09,18.5,17.75,18.1,18.3
GBR,meat_consumption_per_capita_4,4.81,4.58,4.43,4.37,4.09,4.12,4.35,4.1,4.19,4.26,4.39,3.81,4,4,4.13,4.11,4.11,4.2,3.98,3.71,3.29,3.12,2.93,3.09,3.08,3.37,3.26,3.05,2.97,2.87,2.67,2.46,2.64
IDN,meat_consumption_1,305.86,313.43,346.46,402.14,391.6,369.61,417.09,432.22,400.7,384.26,422.51,404.56,387.95,421.63,504.46,425.01,473.78,433.7,490.38,532.39,589.59,604.01,590.79,605.61,631.15,611.63,704.34,664.43,730.42,783.44,684.91,726.8,733.99
IDN,meat_consumption_2,546.87,574.82,586.24,622.66,660.6,572.57,600,633.99,621.81,550.06,163.61,161.48,161.45,169.05,194.24,176.52,199.65,227.74,211.01,200.26,212.43,225.41,233.04,300.76,305.13,335.88,345.88,318.29,219.35,237.47,283.48,327.63,335.42
IDN,meat_consumption_3,508.9,583.77,547.63,698.79,816.4,876.81,949.21,899.47,618.35,626.32,831.67,923.44,1102.7,1135.67,1214.6,1151.4,1288.67,1346.31,1386.82,1433.81,1561.44,1689.72,1764.76,1870.13,1971.46,2065.59,2344.21,3631.57,3880.82,3973.35,3681.11,3886.52,3936.62
IDN,meat_consumption_4,90.27,94.73,99.68,111.77,100,95.02,99.34,107.87,82.03,78.21,78.86,94.08,127.33,144.97,123.7,98.76,140.9,121.03,113.74,128.93,114.43,114.11,110.74,108.01,110.68,112.2,115.84,127.99,154.45,145.33,117.23,118.72,121.96
IDN,meat_consumption_per_capita_1,1.03,1.03,1.09,1.26,1.21,1.12,1.25,1.28,1.15,1.07,1.16,1.11,1.03,1.11,1.31,1.07,1.2,1.09,1.2,1.28,1.49,1.51,1.46,1.48,1.52,1.46,1.67,1.57,1.71,1.82,1.57,1.65,1.65
IDN,meat_consumption_per_capita_2,2,2.05,2.02,2.13,2.22,1.89,1.97,2.04,1.95,1.67,0.49,0.48,0.47,0.48,0.55,0.48,0.55,0.62,0.56,0.52,0.59,0.61,0.63,0.8,0.8,0.87,0.89,0.82,0.56,0.6,0.71,0.81,0.82
IDN,meat_consumption_per_capita_3,1.53,1.71,1.55,1.96,2.26,2.38,2.56,2.38,1.59,1.56,2.05,2.28,2.62,2.67,2.82,2.59,2.93,3.04,3.03,3.08,3.54,3.79,3.9,4.09,4.26,4.41,4.97,7.7,8.16,8.28,7.56,7.89,7.92
IDN,meat_consumption_per_capita_4,0.3,0.31,0.31,0.35,0.3,0.28,0.29,0.31,0.23,0.21,0.21,0.26,0.33,0.38,0.32,0.24,0.35,0.3,0.27,0.3,0.29,0.28,0.27,0.26,0.26,0.26,0.27,0.3,0.36,0.33,0.26,0.27,0.27
IND,meat_consumption_1,2050.97,2059.28,2091.77,2080.77,2075.36,2041.21,2053.35,2044.23,2071.75,2063.1,1926.89,1915.48,1873.95,1866.48,1858,1779.09,1765.54,1805.45,1822.13,1897.17,1654.08,1308.72,1207.55,944.11,641.97,837.7,871.06,776.67,1125.29,1111.49,1010.88,1162.42,1181.88
IND,meat_consumption_2,413,427,444.49,447.94,450.8,453.88,558.11,464.4,463.28,464.38,465.86,466.43,467.57,469.36,444.06,425.09,403.48,383.57,381.48,379.07,369.9,364.61,357.72,354.08,350.43,362.09,367.82,382.18,375.81,358.66,335.94,329.35,324.1
IND,meat_consumption_3,391.34,522.37,540.18,608.15,625,641.82,659.87,664.56,737.95,810.04,903.79,962.92,1126.75,1242.1,1341.19,1439.85,1554,1789.57,1917.58,2119.69,2222.03,2505.16,2707.05,2872.8,3064.99,3288.41,3476.98,3801.53,4096.22,4218.45,3593.5,3763.58,3817.85
IND,meat_consumption_4,602.87,611.18,619.04,624.18,626,654.64,663.13,672.93,678.95,681.61,677.91,689.71,692.03,686.24,715.24,741.19,766.72,791.76,772.58,714.87,759.44,753.8,743.07,726.75,717.59,748.45,768.14,769.57,789.16,811.11,827.97,830.52,831.33
IND,meat_consumption_per_capita_1,1.37,1.34,1.32,1.28,1.24,1.19,1.18,1.14,1.14,1.11,1.02,1,0.97,0.95,0.92,0.87,0.84,0.85,0.84,0.87,0.76,0.58,0.52,0.39,0.23,0.33,0.33,0.26,0.4,0.39,0.33,0.38,0.39
IND,meat_consumption_per_capita_2,0.3,0.3,0.31,0.3,0.29,0.29,0.35,0.28,0.28,0.27,0.27,0.27,0.26,0.26,0.24,0.23,0.21,0.2,0.19,0.19,0.19,0.18,0.17,0.16,0.14,0.16,0.15,0.14,0.14,0.14,0.12,0.12,0.12
IND,meat_consumption_per_capita_3,0.23,0.3,0.31,0.34,0.34,0.34,0.34,0.33,0.36,0.39,0.43,0.45,0.52,0.57,0.6,0.63,0.66,0.75,0.79,0.87,0.92,0.99,1.05,1.07,0.98,1.16,1.2,1.14,1.29,1.32,1.06,1.1,1.13
IND,meat_consumption_per_capita_4,0.4,0.39,0.38,0.38,0.37,0.38,0.38,0.37,0.37,0.36,0.35,0.36,0.35,0.34,0.35,0.36,0.36,0.37,0.35,0.32,0.35,0.33,0.32,0.3,0.25,0.29,0.29,0.25,0.27,0.28,0.27,0.27,0.27
IRN,meat_consumption_1,345.56,291.8,285.96,325.12,316.36,308.92,386,386.78,389.36,327.41,297.27,341.99,367.26,374.83,419.6,397.79,429.75,504.04,413.42,456.67,604.51,556.18,461.5,474.9,508.87,491.2,559.77,616.26,595.12,560.92,600.45,570.99,621.77
IRN,meat_consumption_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRN,meat_consumption_3,395.24,436.94,566.46,628.91,635.81,658.52,682.02,727.66,747.51,754.94,830.14,886.98,944.17,1106.66,1164.92,1233.55,1352.27,1482.16,1577.62,1621.26,1682.2,1832.14,1884.39,1962.31,1969.2,2015.44,1983.95,2102.38,2116.58,2160.91,2157.41,2220.33,2195.4
IRN,meat_consumption_4,352.5,409,410.81,390.61,383,383,410.45,417,438.99,399.11,435.8,443.64,449.71,416.85,427.3,432,436,454.27,348.36,357.37,378.55,381.22,383.3,358.31,367.71,383.79,358.3,370.78,325.32,281.88,344.3,341.68,346.3
IRN,meat_consumption_per_capita_1,3.94,3.25,3.15,3.53,3.38,3.26,4.02,3.97,3.94,3.27,2.93,3.34,3.54,3.56,3.94,3.69,3.94,4.57,3.71,4.05,5.37,4.88,4,4.07,4.3,4.1,4.6,4.99,4.75,4.42,4.67,4.39,4.72
IRN,meat_consumption_per_capita_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRN,meat_consumption_per_capita_3,4.04,4.36,5.59,6.11,6.09,6.22,6.35,6.69,6.78,6.76,7.34,7.75,8.14,9.42,9.8,10.24,11.11,12.04,12.68,12.88,13.37,14.39,14.62,15.05,14.9,15.05,14.61,15.26,15.14,15.24,15.02,15.27,14.93
IRN,meat_consumption_per_capita_4,3.96,4.49,4.46,4.18,4.04,3.98,4.21,4.22,4.38,3.93,4.24,4.26,4.27,3.9,3.95,3.95,3.94,4.06,3.08,3.12,3.31,3.29,3.27,3.02,3.06,3.15,2.9,2.96,2.56,2.19,2.64,2.59,2.59
ISR,meat_consumption_1,64.07,81.72,69.34,75.9,102.54,94.05,106.75,116.1,112.49,113.36,142.18,132.87,158.53,166.43,83.05,159.26,212.26,191.38,237.85,185.68,200.62,212.54,200.52,261.48,212.52,217.44,239.83,250.81,243.94,289.35,280.45,331.92,343.39
ISR,meat_consumption_2,9.18,9.34,9.27,8.69,8.69,10.24,10.41,11.82,11.83,8.59,14.74,15.67,16.39,17.39,17.95,18.55,17.4,18.14,18.01,19.37,18.69,18.55,18.77,15.26,15.18,14.14,14.15,13.09,11.72,11.44,12.54,10.99,10.03
ISR,meat_consumption_3,175.26,189.47,209.5,225.72,247.89,246.64,254.66,259.02,263.62,274.54,402.15,434.48,446.54,441.82,458.89,477.35,507.24,510.21,511.38,522.49,528.26,541.41,554.33,508.8,558.67,593.37,636.82,625.99,647.95,600.22,658.28,638.96,634.68
ISR,meat_consumption_4,6,6,6,7.03,7.26,7.71,7.5,6.85,7.6,8.26,8.85,8.98,8.07,8.45,8.45,9.34,10.63,10.88,11.77,12.59,13.63,15.72,15.5,14.48,16.1,14.19,14.32,15.23,14.18,16.06,12.86,15.22,17.48
ISR,meat_consumption_per_capita_1,9.54,11.8,9.68,10.22,13.32,11.84,13.06,13.83,13.09,12.91,15.84,14.52,17.03,17.57,8.59,16.17,21.08,18.55,22.5,17.13,18.21,18.93,17.55,22.52,18.04,18.18,19.73,20.28,19.41,22.65,21.61,25.19,25.67
ISR,meat_consumption_per_capita_2,1.49,1.47,1.41,1.27,1.23,1.4,1.39,1.53,1.5,1.07,1.79,1.87,1.92,2,2.02,2.05,1.88,1.92,1.86,1.95,1.85,1.8,1.79,1.43,1.4,1.29,1.27,1.15,1.02,0.98,1.05,0.91,0.82
ISR,meat_consumption_per_capita_3,23.37,24.49,26.19,27.21,28.84,27.79,27.89,27.64,27.47,28,40.12,42.52,42.97,41.78,42.49,43.4,45.1,44.28,43.32,43.18,42.94,43.18,43.44,39.25,42.46,44.42,46.91,45.33,46.16,42.08,45.43,43.42,42.49
ISR,meat_consumption_per_capita_4,0.88,0.85,0.83,0.93,0.93,0.96,0.9,0.8,0.87,0.93,0.97,0.97,0.85,0.88,0.86,0.93,1.04,1.04,1.1,1.14,1.22,1.38,1.34,1.23,1.35,1.17,1.16,1.21,1.11,1.24,0.98,1.14,1.29
JPN,meat_consumption_1,1067.24,1142.37,1190.67,1308.38,1441.19,1517.9,1441.21,1463.36,1486.63,1486.74,1570.03,1282.59,1302.38,1276.91,1275.12,1142.9,1135.18,1171.14,1172.56,1192.21,1231.57,1233.99,1234.87,1233.09,1223.15,1169.3,1247.01,1279.4,1344.75,1323.04,1292.2,1259.5,1267.29
JPN,meat_consumption_2,2071.81,2082.68,2089.85,2079.11,2097.02,2110.85,2220.73,2064.94,2051.12,2099.96,2179.85,2236.45,2350.44,2316.99,2474.04,2459.77,2304.24,2349.37,2390.9,2333.6,2364.55,2404.85,2389.88,2383.58,2411.88,2455.96,2521.38,2590.21,2606.52,2595.57,2594.85,2604.07,2618.78
JPN,meat_consumption_3,1784.4,1680.94,1736.81,1707.51,1787.15,1804.29,1866.97,1820.71,1727.12,1737.49,1860.74,1917.74,1862.65,1844.26,1805.44,1917.83,1952.02,1969.78,1946.9,1998.77,2085.61,2075.23,2206.41,2193.19,2226.18,2301.73,2368.67,2448.23,2511.67,2551.13,2509.13,2608.26,2634.88
JPN,meat_consumption_4,105.12,107.75,113.53,95.98,80.64,82.76,71.57,63.16,60.62,50.97,46.34,44.52,42.67,36.67,46.46,53.06,53.49,38.59,39.05,39.44,31.62,31.86,27.46,18.17,20.39,18.5,24.57,22.14,23,21.96,20.96,19.42,21.3
JPN,meat_consumption_per_capita_1,5.71,6.09,6.33,6.94,7.62,8.01,7.58,7.68,7.79,7.77,8.18,6.67,6.77,6.62,6.6,5.91,5.87,6.05,6.06,6.16,6.37,6.38,6.4,6.4,6.36,6.09,6.51,6.7,7.07,6.98,6.85,6.71,6.78
JPN,meat_consumption_per_capita_2,12.07,12.1,12.11,12.01,12.08,12.13,12.73,11.81,11.71,11.96,12.38,12.67,13.3,13.09,13.96,13.87,12.98,13.22,13.45,13.13,13.32,13.56,13.49,13.48,13.66,13.93,14.34,14.77,14.92,14.91,14.98,15.11,15.27
JPN,meat_consumption_per_capita_3,8.55,8.03,8.27,8.11,8.46,8.52,8.8,8.56,8.1,8.13,8.69,8.93,8.67,8.56,8.37,8.89,9.03,9.11,9,9.24,9.66,9.61,10.24,10.2,10.36,10.73,11.08,11.47,11.82,12.05,11.9,12.44,12.63
JPN,meat_consumption_per_capita_4,0.55,0.57,0.59,0.5,0.42,0.43,0.37,0.33,0.31,0.26,0.24,0.23,0.22,0.19,0.24,0.27,0.27,0.2,0.2,0.2,0.16,0.16,0.14,0.09,0.1,0.09,0.13,0.11,0.12,0.11,0.11,0.1,0.11
KAZ,meat_consumption_1,710,724,593.21,651.31,614.7,515.7,439.58,364.2,344.04,340.69,313.7,299.21,307.24,327,346.01,372.99,405.62,436.18,446.58,431.58,448.03,443,439.21,450.39,459.13,468.13,472.66,501.69,520.41,555.87,575.93,600.8,592.26
KAZ,meat_consumption_2,286,274,221.2,196.71,156.83,108.9,108.39,84.28,82.34,97.38,85.95,117.3,116.59,112.72,116.58,122.89,129.52,132.27,146.66,138.69,134.15,150.22,150.27,145.23,137.81,126.53,121.04,123.3,113.53,115.94,125.98,133.2,131.85
KAZ,meat_consumption_3,201,185,140.85,115.79,81.17,56.44,54.47,56.17,54.38,43.07,53.59,66.63,84.31,96.26,122.44,157.15,218.02,210.06,197.55,190.11,231.93,262.47,327.27,304.35,282.78,292.55,301.29,340.02,371.35,399.67,409.68,494.62,440.1
KAZ,meat_consumption_4,278,270,232.9,263.3,239.8,192.08,165.56,146.29,119.18,98.92,95.29,97.16,101.61,96.06,101.65,106.77,115.16,123.66,131.26,135.05,142.68,149.2,154.42,157.11,162.19,165.39,168.99,170.65,167.62,169.13,171.34,174.23,170.32
KAZ,meat_consumption_per_capita_1,28.12,28.96,24.12,26.76,25.49,21.62,18.66,15.65,14.99,15,13.87,13.25,13.53,14.28,14.96,15.98,17.24,18.36,18.62,17.75,18.29,17.83,17.41,17.57,17.63,17.7,17.61,18.44,18.88,19.92,20.39,21.02,20.5
KAZ,meat_consumption_per_capita_2,12.34,11.94,9.8,8.81,7.09,4.97,5.01,3.95,3.91,4.67,4.14,5.66,5.59,5.36,5.49,5.74,6,6.07,6.66,6.22,5.97,6.59,6.49,6.17,5.76,5.21,4.91,4.94,4.49,4.53,4.86,5.08,4.97
KAZ,meat_consumption_per_capita_3,7.13,6.63,5.13,4.26,3.01,2.12,2.07,2.16,2.12,1.7,2.12,2.64,3.32,3.76,4.74,6.03,8.3,7.92,7.37,7,8.48,9.46,11.62,10.63,9.72,9.9,10.05,11.19,12.06,12.82,12.99,15.5,13.64
KAZ,meat_consumption_per_capita_4,10.85,10.64,9.33,10.66,9.8,7.93,6.92,6.19,5.11,4.29,4.15,4.24,4.41,4.13,4.33,4.51,4.82,5.13,5.39,5.47,5.74,5.92,6.03,6.04,6.13,6.16,6.2,6.18,5.99,5.97,5.97,6.01,5.81
KOR,meat_consumption_1,0,315.04,355.02,335.23,361.69,419.44,438.78,500.75,453.45,542.98,571.87,498.99,571.2,553.63,448.2,415.74,463.59,493.51,505.26,523.32,564.92,627.21,639.63,671.55,713.68,726.62,729.75,762.17,795.7,839.63,841.87,896.25,940.57
KOR,meat_consumption_2,0,552.62,748.46,762.23,794.64,835.26,900.38,895.85,890.94,1030.49,979.95,1019.77,1058.06,1291.64,1198.86,1177.3,1422.98,1505.35,1524.59,1484.98,1544.08,1492.18,1551.37,1633.71,1665.35,1819.2,1901.91,1934.82,2008.11,2019.46,1983.63,2005.66,2072.91
KOR,meat_consumption_3,271.5,332.27,374.85,393.7,397.9,437.72,472.47,445.93,396.83,494.43,495.14,516.23,537.98,523.9,465.08,600.43,645.45,637.66,635.21,677.86,746.7,803.31,809.71,816.5,925.26,973.29,1001.22,980.46,1063.78,1103.04,1181.34,1170.83,1186.2
KOR,meat_consumption_4,9.56,7.9,15.47,11.52,14.19,12.72,10.89,9.61,8.07,6.81,5.46,4.88,5.69,5.51,5.97,6.07,5.83,5.81,5.72,5.32,5.66,6.48,6.69,6.59,8.68,10.94,14.38,18.52,19.47,18.98,19.17,19.54,20.25
KOR,meat_consumption_per_capita_1,0,4.57,5.15,4.84,5.2,6.01,6.27,7.11,6.39,7.64,7.99,6.94,7.91,7.65,6.15,5.69,6.34,6.73,6.86,7.08,7.63,8.41,8.51,8.85,9.32,9.42,9.4,9.78,10.18,10.72,10.74,11.44,12
KOR,meat_consumption_per_capita_2,0,8.73,11.84,11.99,12.46,13.05,14.01,13.86,13.68,15.79,14.92,15.44,15.97,19.44,17.93,17.54,21.2,22.36,22.57,21.9,22.73,21.8,22.48,23.47,23.71,25.7,26.69,27.05,27.99,28.09,27.56,27.88,28.83
KOR,meat_consumption_per_capita_3,2.95,4.31,4.87,5.09,5.13,5.62,6.04,5.67,5.01,6.23,6.2,6.43,6.67,6.48,5.72,7.35,7.9,7.79,7.73,8.22,9.03,9.65,9.64,9.64,10.83,11.3,11.55,11.27,12.19,12.61,13.49,13.38,13.56
KOR,meat_consumption_per_capita_4,0.11,0.11,0.22,0.16,0.2,0.18,0.15,0.13,0.11,0.09,0.08,0.07,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.09,0.09,0.09,0.11,0.14,0.18,0.23,0.25,0.24,0.24,0.25,0.25
MEX,meat_consumption_1,950.09,1140.07,1214.24,1100.33,1314.74,1123.9,1354.6,1426.81,1554.56,1540.13,1555.79,1610.76,1746.4,1605.85,1542.26,1600.91,1625.3,1645.07,1754.93,1678.53,1596.89,1465.09,1476.98,1578.93,1554.16,1515.79,1564.86,1537.25,1622.26,1604.1,1596.68,1718.4,1666.32
MEX,meat_consumption_2,798.37,880.85,908.77,910.22,998.6,967.3,945.55,985.03,1057.13,1116.43,1221.36,1263.5,1301.26,1314.69,1406.22,1402.04,1422.18,1455.14,1528.71,1672.28,1684.84,1629.83,1752.67,1844.72,1875.07,2029.99,2100.81,2180.68,2181.63,2224.33,2152.37,2365.15,2535.73
MEX,meat_consumption_3,848.03,995.55,1071.89,1261.1,1369.91,1515.52,1505.32,1750.5,1931.27,2080.25,2230.05,2351.77,2516.88,2686.41,2783.38,3029.75,3112.86,3167.99,3262.08,3314.65,3421.24,3532.32,3612.92,3690.52,3802.04,3928.15,4072.95,4223.32,4361.1,4550.07,4614.11,4793.48,4898.47
MEX,meat_consumption_4,70.99,78.91,86.91,91.19,93,82.64,78.94,87.01,96.04,102.43,116.81,123.95,127.39,124.63,142.71,126.62,123,125.5,126.5,117.79,113.39,110.93,107.32,109.25,109.36,110.37,109.69,111.51,110.24,109.87,106.62,106.1,107
MEX,meat_consumption_per_capita_1,7.44,8.77,9.1,8.09,9.52,7.99,9.45,9.8,10.53,10.27,10.23,10.44,11.17,10.12,9.58,9.8,9.81,9.82,10.35,9.79,9.2,8.31,8.26,8.72,8.48,8.18,8.35,8.12,8.49,8.33,8.23,8.82,8.49
MEX,meat_consumption_per_capita_2,6.81,7.39,7.42,7.29,7.88,7.49,7.18,7.37,7.8,8.11,8.75,8.92,9.07,9.03,9.51,9.35,9.36,9.46,9.83,10.63,10.57,10.07,10.68,11.1,11.15,11.94,12.21,12.55,12.44,12.58,12.08,13.23,14.08
MEX,meat_consumption_per_capita_3,5.94,6.86,7.19,8.3,8.88,9.64,9.4,10.77,11.71,12.43,13.13,13.65,14.42,15.16,15.48,16.61,16.83,16.93,17.23,17.31,17.65,17.94,18.09,18.25,18.58,18.99,19.46,19.97,20.44,21.16,21.29,22.03,22.35
MEX,meat_consumption_per_capita_4,0.55,0.6,0.64,0.66,0.66,0.58,0.54,0.59,0.64,0.67,0.76,0.79,0.8,0.77,0.87,0.76,0.73,0.74,0.74,0.68,0.64,0.62,0.59,0.59,0.59,0.59,0.58,0.58,0.57,0.56,0.54,0.54,0.54
MYS,meat_consumption_1,66.58,77.07,80.09,83.56,92.37,103.37,114.91,115.33,103.49,114.86,139.22,84.33,152.2,153.56,187.11,187.11,180.46,179.42,164.9,179.71,184.21,198.12,205.33,225.89,232.61,255.68,240.7,232.47,238.39,224.55,234.96,238.64,264.47
MYS,meat_consumption_2,232.63,237.37,255.68,267.05,287.6,286.98,280.8,283.42,267.26,168.99,163.59,187.65,200.43,194.94,203.28,211.38,219.53,202.59,198.74,207.12,246.33,227.13,225.06,224.75,229.14,242.4,219.32,241.76,251.3,244.18,237.42,236.74,253.06
MYS,meat_consumption_3,385.61,471.44,556.18,640.71,680.89,705.1,713.7,723.36,734.77,757.76,739.52,740.78,854.41,870.41,933.17,976.82,1039.7,1102.7,1147.63,1180.87,1280.63,1325.94,1394.15,1472.09,1590.59,1649.97,1778.49,1684.21,1673.75,1672.32,1617.33,1586.35,1614.09
MYS,meat_consumption_4,7.59,7.77,9.44,9.24,9.05,12.2,14.84,13.25,13.39,14.22,14.36,16.85,15.28,12.97,15.57,16.2,17.6,19.58,19.9,20.55,24.42,21.14,25.27,30.07,35.76,38.5,38.38,43.02,40.5,35.53,41.78,33.2,42.45
MYS,meat_consumption_per_capita_1,2.43,2.72,2.76,2.82,3.04,3.32,3.59,3.51,3.08,3.32,3.93,2.33,4.13,4.08,4.88,4.79,4.53,4.42,3.99,4.27,4.34,4.6,4.7,5.1,5.18,5.62,5.22,4.97,5.03,4.68,4.83,4.84,5.3
MYS,meat_consumption_per_capita_2,9.25,9.14,9.62,9.81,10.31,10.03,9.55,9.4,8.66,5.32,5.04,5.65,5.92,5.64,5.78,5.89,6.01,5.44,5.24,5.36,6.33,5.74,5.61,5.53,5.56,5.81,5.19,5.64,5.78,5.54,5.32,5.24,5.53
MYS,meat_consumption_per_capita_3,12.61,14.92,17.19,19.34,20.07,20.25,19.95,19.72,19.56,19.62,18.71,18.33,20.74,20.72,21.79,22.38,23.39,24.34,24.89,25.1,27.03,27.55,28.55,29.75,31.73,32.48,34.56,32.27,31.64,31.2,29.77,28.84,28.99
MYS,meat_consumption_per_capita_4,0.27,0.27,0.32,0.31,0.29,0.39,0.46,0.4,0.39,0.41,0.4,0.46,0.41,0.34,0.4,0.41,0.44,0.48,0.47,0.48,0.57,0.48,0.57,0.67,0.78,0.83,0.82,0.91,0.84,0.73,0.85,0.66,0.84
NGA,meat_consumption_1,204.33,205.71,210.38,244.46,265.05,267.01,280.99,295.13,298.37,298.88,279.17,318.17,359.88,311.01,324.91,306.68,260.04,328.37,328.63,330.78,307.74,351.03,289.74,379.73,383.47,385.72,299.61,301.1,317.51,328.64,327.84,329.42,329.47
NGA,meat_consumption_2,106.92,106.81,112.51,117.01,121.5,133.73,138.23,142.73,147.23,156.23,157.54,165.37,192.64,179.09,186.33,193.57,201.4,209.44,217.89,226.52,234.21,243.54,249.39,254.91,253.3,267.85,281.37,295.69,300.19,303.45,307.48,295.06,291.34
NGA,meat_consumption_3,174.11,165,162,165,168.05,169,170,171.04,172.04,174,160.43,189.31,194.4,201.53,211.21,218.8,232.26,246.27,260.6,273.01,245.01,198.31,229.19,193.21,196.37,204.64,240.29,258.25,264.43,240.04,238.27,237.16,236.52
NGA,meat_consumption_4,164.65,170.5,174.13,181.16,205.68,222.23,238.3,269.54,289.9,311.99,336.65,366.43,372.27,376.84,386.18,394.05,405.76,415.39,422.81,433.11,458.16,381.91,339.76,374.72,384.09,393.71,403.5,413.59,423.64,422.21,411.77,408.56,405.19
NGA,meat_consumption_per_capita_1,1.3,1.25,1.21,1.37,1.46,1.43,1.48,1.53,1.51,1.48,1.34,1.51,1.71,1.43,1.45,1.33,1.09,1.35,1.32,1.3,1.18,1.3,1.03,1.32,1.29,1.27,0.95,0.93,0.96,0.96,0.93,0.91,0.88
NGA,meat_consumption_per_capita_2,0.74,0.7,0.7,0.72,0.73,0.78,0.8,0.8,0.81,0.84,0.83,0.86,1,0.9,0.9,0.92,0.92,0.94,0.95,0.97,0.98,0.98,0.96,0.96,0.93,0.96,0.97,1,0.98,0.97,0.95,0.88,0.85
NGA,meat_consumption_per_capita_3,1,0.89,0.83,0.83,0.83,0.81,0.8,0.79,0.78,0.77,0.69,0.81,0.83,0.83,0.84,0.85,0.87,0.91,0.94,0.96,0.84,0.66,0.73,0.6,0.59,0.6,0.68,0.71,0.71,0.63,0.61,0.58,0.57
NGA,meat_consumption_per_capita_4,1.04,1.02,0.98,1,1.12,1.17,1.24,1.37,1.44,1.52,1.6,1.72,1.74,1.7,1.69,1.69,1.68,1.68,1.67,1.67,1.74,1.39,1.19,1.28,1.27,1.27,1.26,1.26,1.26,1.22,1.15,1.11,1.07
NOR,meat_consumption_1,84.29,81.74,86.14,85.6,89.97,88.72,90.67,91.79,95.02,99.45,94.98,92.64,92.77,95.69,97.49,99.66,96.25,97.79,99.95,94.96,91.8,94.9,98.85,100.88,93.73,105.28,106.41,104.67,103.25,100.57,104.93,112.35,109.82
NOR,meat_consumption_2,0,86.25,88.31,92.37,95.66,100.77,107.14,101.74,107.05,98.99,103.27,108.85,104.32,107.83,111.81,115.47,114.03,124,124.23,131.81,136.49,140.71,130.89,128.83,131.12,137.25,138.25,136.17,137.67,132.95,138.6,148.33,149.01
NOR,meat_consumption_3,20.08,20.54,23.12,23.09,26.17,29.66,32.62,33.49,31.43,36.75,42.98,42.31,45.92,49.37,54.76,57.93,63.14,70.72,84.99,83.05,84.64,85.11,93.72,106.43,104.66,93.92,100.48,103.26,100.52,109.66,109.31,119.81,121.97
NOR,meat_consumption_4,23.31,24.46,25.01,25.45,27.15,27.49,27.73,25.13,23.71,23.18,24.43,25.16,25.54,24.86,26.58,26.44,25.91,26.45,29,25.47,26,25.15,25.69,26.93,26.74,27.34,27.07,27.02,27.33,24.48,23.62,25.27,25.34
NOR,meat_consumption_per_capita_1,13.1,12.64,13.23,13.07,13.66,13.4,13.63,13.72,14.12,14.68,13.94,13.53,13.48,13.83,14.01,14.21,13.6,13.7,13.82,12.96,12.39,12.64,13.03,13.12,12.04,13.4,13.42,13.1,12.83,12.42,12.88,13.74,13.35
NOR,meat_consumption_per_capita_2,0,14.54,14.78,15.37,15.83,16.58,17.54,16.57,17.33,15.92,16.52,17.32,16.52,16.98,17.5,17.93,17.55,18.92,18.71,19.6,20.07,20.42,18.79,18.25,18.36,19.03,19,18.56,18.64,17.89,18.54,19.77,19.74
NOR,meat_consumption_per_capita_3,2.8,2.85,3.18,3.16,3.56,4.01,4.39,4.48,4.18,4.86,5.65,5.53,5.98,6.39,7.05,7.39,7.99,8.87,10.52,10.15,10.23,10.15,11.06,12.39,12.04,10.7,11.35,11.57,11.19,12.13,12.02,13.12,13.28
